grid_id,n,metrics,value
9359,5,mpd,225.5097056
23642,45,mpd,219.3929223070707
25605,224,mpd,232.1290411776465
28167,141,mpd,228.70488572008713
12755,73,mpd,212.6330666347032
51124,584,mpd,233.06199753934123
49843,739,mpd,229.71067322331692
35672,58,mpd,233.8848687769833
15891,14,mpd,163.18550763736263
24108,76,mpd,213.84288615964914
52978,499,mpd,233.7097659825256
26181,40,mpd,236.00433729102565
55969,74,mpd,228.64655642063096
12156,16,mpd,116.46139943333333
43441,313,mpd,227.43061019313683
18269,29,mpd,187.34945995073892
37282,445,mpd,231.7502010046203
27046,45,mpd,239.25300823246545
11096,10,mpd,199.9548764
53944,74,mpd,215.0766760274513
5982,1,mpd,0
30586,640,mpd,237.87711182353883
7204,1,mpd,0
59558,31,mpd,216.51300026666667
18860,13,mpd,227.26497115384615
64071,16,mpd,224.34632188333333
10745,13,mpd,80.77410705128206
29728,551,mpd,237.214992018029
33975,64,mpd,231.83451689196508
11921,22,mpd,215.09223057575758
33793,770,mpd,232.30296196196628
59750,52,mpd,232.05765877820363
18481,2,mpd,14.684864000000001
43791,813,mpd,232.36900084325896
55010,190,mpd,227.91992136151336
46800,931,mpd,233.2400573438838
9499,2,mpd,231.57112999999998
18486,4,mpd,194.033628
18072,12,mpd,170.5461986212121
50359,123,mpd,228.92005001352655
30563,226,mpd,235.24837818643502
31342,41,mpd,236.5112840490927
44225,676,mpd,232.15806304111726
9090,2,mpd,0.31462599999999996
2330,1,mpd,0
9869,7,mpd,88.60276580952382
33899,62,mpd,235.15109910903385
17089,107,mpd,219.39408002327633
14153,17,mpd,156.1532472062353
50780,95,mpd,230.10084563209264
14784,8,mpd,184.66513939285716
44632,1124,mpd,233.48630588930973
15934,4,mpd,212.64272
16639,196,mpd,224.62219383733125
15453,14,mpd,147.12684494505496
7652,1,mpd,0
3631,1,mpd,0
29190,36,mpd,237.76870115432382
25388,48,mpd,228.87254869929077
16653,119,mpd,219.22407035917962
34922,285,mpd,233.89503974918912
49509,293,mpd,228.61411608714286
7746,1,mpd,0
27483,38,mpd,236.4468187227858
17364,37,mpd,201.68066234534535
9800,5,mpd,237.61506359999998
46152,312,mpd,231.1240169682562
16314,14,mpd,176.57188351648352
45051,1182,mpd,233.56057339553288
9932,2,mpd,231.57112999999998
10021,6,mpd,77.37075813333333
11574,2,mpd,231.57112999999998
53732,1132,mpd,232.7801123389171
26594,30,mpd,237.69718864619037
9171,3,mpd,61.503725999999986
11133,7,mpd,130.16182980952382
18679,76,mpd,210.40488960526318
60286,28,mpd,231.66110006901164
60298,139,mpd,229.920387142334
53073,81,mpd,211.30535059634568
37394,81,mpd,232.3210820128074
19950,80,mpd,206.94551906139242
65224,162,mpd,229.68966506954987
29274,231,mpd,236.12277438566406
44638,1264,mpd,232.403506102485
51680,320,mpd,229.92671194113365
11763,7,mpd,90.08956695238095
7780,1,mpd,0
18906,4,mpd,218.01718516666668
31789,48,mpd,236.33110283891915
34465,769,mpd,234.48210374142883
10269,5,mpd,170.5742362
47662,1011,mpd,233.45547666472996
59559,48,mpd,216.34773304078013
17145,7,mpd,223.7631280952381
29064,232,mpd,233.69650908982013
20520,194,mpd,227.25292391765285
8536,5,mpd,213.87044
10348,5,mpd,115.5360312
35634,86,mpd,230.52047522046018
46050,451,mpd,226.83158849787515
8590,2,mpd,0.31462599999999996
60007,123,mpd,219.6321520600085
28382,73,mpd,230.74061903816258
16518,15,mpd,203.4269841904762
9916,5,mpd,115.5360312
30485,42,mpd,232.96104814432337
51119,617,mpd,232.1709744488786
8286,3,mpd,0.29307333333333335
20099,173,mpd,227.87781090192678
52850,328,mpd,229.6010484750601
39678,306,mpd,233.96229161929335
22725,75,mpd,223.88152914234234
20168,16,mpd,230.50992255833333
26039,242,mpd,232.21740438269717
16717,8,mpd,228.24426464285713
29270,158,mpd,237.03541126195165
7388,4,mpd,0.281907
32272,190,mpd,230.11427083486456
33042,48,mpd,237.38764400088652
38669,230,mpd,229.81047717659342
10747,10,mpd,19.568702000000002
17655,16,mpd,201.83986841666666
21834,135,mpd,228.06461161915234
8969,4,mpd,200.966275
53962,273,mpd,232.4883398626332
50278,952,mpd,230.32366140952445
57424,465,mpd,229.3758023942598
6851,2,mpd,0.31462599999999996
25794,90,mpd,227.70886647911786
51647,84,mpd,229.11559682853536
2302,1,mpd,0
26436,158,mpd,229.49553300740502
10662,11,mpd,208.6022282181818
52846,242,mpd,228.9136801256808
15021,13,mpd,153.7233772051282
11140,3,mpd,154.46407599999998
53932,47,mpd,216.92317663644772
48965,743,mpd,234.0032402923253
9885,4,mpd,7.4889686666666675
33029,50,mpd,235.71147152081633
52003,883,mpd,231.87553503453026
43447,308,mpd,226.7151796245227
13927,8,mpd,189.36636325000003
4664,2,mpd,0.31462599999999996
10837,22,mpd,153.91715249350648
19118,89,mpd,211.68827026149134
54245,119,mpd,227.52921274660346
59326,107,mpd,229.6062835208316
40862,103,mpd,230.0847134623907
1009,1,mpd,0
36194,759,mpd,233.36359471507146
17618,7,mpd,172.61359847619048
27555,324,mpd,232.97117653765181
13496,12,mpd,127.60839054545455
5958,3,mpd,154.48562866666663
16317,11,mpd,148.8049392
2283,1,mpd,0
7432,2,mpd,0.314626
52515,123,mpd,227.75515280403957
32924,610,mpd,232.3652721145087
30541,88,mpd,228.5909159305417
36932,179,mpd,225.32576048002483
52976,277,mpd,231.78308818304095
15759,61,mpd,211.0489026295082
28605,151,mpd,228.40319275039295
17365,33,mpd,200.45368622348485
13961,6,mpd,210.62776706666668
9382,3,mpd,240.397166
15415,7,mpd,233.21380914285714
45615,341,mpd,227.23914257113003
24057,47,mpd,232.4666282331175
31406,117,mpd,229.6329651780915
44739,237,mpd,225.6699555447
44191,1615,mpd,234.56828477236078
29284,571,mpd,234.5164872163421
56742,350,mpd,231.5713955006869
7274,1,mpd,0
26681,67,mpd,230.46669990212575
34783,68,mpd,229.92238877586277
6601,1,mpd,0
14779,14,mpd,143.09125984615383
16930,35,mpd,195.26649348907563
35098,957,mpd,234.36295211085
14393,6,mpd,210.62776706666668
34804,51,mpd,234.1073024903216
7471,1,mpd,0
46829,432,mpd,228.97363738523165
15931,6,mpd,189.05108040000002
23164,58,mpd,220.66259691046582
9059,3,mpd,154.48562866666663
30465,48,mpd,235.09644657384823
22534,162,mpd,225.825268150731
60723,208,mpd,232.90115821967998
1016,1,mpd,0
4857,1,mpd,0
20420,136,mpd,213.43965043649237
12899,13,mpd,107.79973307692308
44731,346,mpd,228.689832152224
28303,38,mpd,237.87131629621166
20646,4,mpd,222.8715018333333
7507,1,mpd,0
15766,166,mpd,221.39341860438117
60842,74,mpd,164.39798505886708
22146,205,mpd,224.34615872086084
1850,1,mpd,0
8935,5,mpd,237.6150632
19301,13,mpd,229.48357643589745
28741,39,mpd,236.5786956521501
8108,2,mpd,231.57112999999998
46793,761,mpd,234.73889872916615
41811,1109,mpd,235.09336474534027
10196,11,mpd,202.6511908
19390,13,mpd,209.48230269230768
19671,157,mpd,227.6775305891964
22300,78,mpd,222.32758823809525
57700,91,mpd,227.72491882102955
34389,69,mpd,233.0691981306145
59996,77,mpd,218.74052335543402
31849,281,mpd,232.4310231573631
13038,15,mpd,139.53080554285714
27985,284,mpd,233.7142532202085
27980,202,mpd,230.53460751245782
8988,3,mpd,154.46407599999998
14188,12,mpd,137.4002551060606
30980,208,mpd,229.1594370397038
33103,60,mpd,233.9650918387314
18884,9,mpd,229.38948694444446
13235,27,mpd,211.42277470085472
35537,775,mpd,234.40795622863263
23179,34,mpd,218.6323839768271
51571,878,mpd,231.85958002975528
47222,775,mpd,234.9220571109312
5530,2,mpd,0.31462599999999996
38132,1592,mpd,235.8175950423632
60838,121,mpd,180.9113470286997
14129,14,mpd,205.74525168131868
8243,7,mpd,86.3483360952381
39105,182,mpd,231.6792444244938
45703,538,mpd,234.97651670452902
19289,17,mpd,227.69390964705883
17851,32,mpd,203.61100957258066
6376,1,mpd,0
13646,46,mpd,214.98201507342995
28803,39,mpd,234.69182074780244
34873,257,mpd,231.01954070049456
54791,81,mpd,205.1079363345679
56730,152,mpd,231.20249742020698
19283,27,mpd,220.66796323646724
54596,1092,mpd,232.7742902239266
22147,192,mpd,225.30141694498255
27119,157,mpd,229.90298990759433
19806,12,mpd,199.65840183333333
6946,4,mpd,115.93210166666665
22563,82,mpd,223.5384560809997
56527,54,mpd,204.2591076051712
35200,79,mpd,230.53457782967672
16504,32,mpd,203.59862042137098
42161,199,mpd,226.90725948570483
7282,3,mpd,154.48562866666663
64075,14,mpd,217.33769829670328
29604,40,mpd,237.29401130288412
13695,17,mpd,205.54701489705883
6126,1,mpd,0
55978,270,mpd,229.20442322530036
22813,23,mpd,198.29381086956522
9327,14,mpd,207.4112416923077
52504,80,mpd,224.8956655697588
18227,44,mpd,198.09910843234672
15693,11,mpd,202.95762861818184
11117,5,mpd,213.8273826
18026,13,mpd,221.26744374358975
43887,337,mpd,228.99808389007725
9131,7,mpd,118.89893695238095
11605,13,mpd,107.79973307692308
10761,5,mpd,34.9240768
24122,89,mpd,219.96832172165475
55133,212,mpd,227.58218135945745
11750,9,mpd,111.80753655555557
42150,243,mpd,224.16808339616492
10194,11,mpd,202.6511908
122,1,mpd,0
59760,126,mpd,228.19582678292699
40001,109,mpd,227.19309121276575
27740,144,mpd,229.5349879681987
27470,52,mpd,235.36320572875294
11255,5,mpd,162.10175279999999
4073,1,mpd,0
5374,1,mpd,0
17546,59,mpd,214.30148504850965
17227,10,mpd,184.91777033333335
16342,21,mpd,173.75714385714286
55112,139,mpd,226.7657334838533
19296,14,mpd,217.87481432967033
43766,1212,mpd,233.5603198435842
16543,19,mpd,158.2506121754386
33137,251,mpd,230.3302227186566
27864,42,mpd,236.29855864126736
31379,52,mpd,234.5048858365884
37714,664,mpd,232.88905189641014
47475,308,mpd,232.25295001760114
50281,998,mpd,231.73619715796136
32255,46,mpd,236.09404554603285
50487,306,mpd,225.85554165569988
21685,74,mpd,211.2174689944465
21468,38,mpd,223.6968213954481
19794,7,mpd,192.27503133333332
19566,119,mpd,215.81380270445806
53936,42,mpd,222.97652990708477
17186,8,mpd,182.94289692857143
19252,102,mpd,217.82514140262535
19682,109,mpd,219.63989864790105
47688,436,mpd,227.68972223716577
14605,19,mpd,156.89583790643275
51549,627,mpd,232.3968318839226
17348,45,mpd,212.6622351939394
7086,1,mpd,0
43757,1557,mpd,234.0220298614915
9566,11,mpd,91.87164465454546
50500,301,mpd,228.910141054699
46784,1555,mpd,234.72432424689828
11318,8,mpd,123.16632485714287
15921,17,mpd,181.6850270147059
31818,58,mpd,235.41686003822286
10962,4,mpd,154.47532316666667
60195,126,mpd,227.4357226905746
28326,32,mpd,231.90646626451291
9637,2,mpd,92.09827599999998
14156,13,mpd,164.5946068974359
10102,3,mpd,195.67840733333335
12076,3,mpd,154.48562866666663
33927,53,mpd,230.40981354946763
32184,51,mpd,234.19300208
51118,650,mpd,232.47305246853801
14316,13,mpd,183.7278183076923
8375,2,mpd,92.09827599999998
48200,219,mpd,227.77621700882563
17583,8,mpd,224.22406214285715
9051,5,mpd,115.5395712
18059,7,mpd,208.77311390476189
10639,7,mpd,216.37222514285713
10765,8,mpd,78.370994
27939,38,mpd,236.45373723304326
30056,40,mpd,234.94802538878156
27025,34,mpd,236.58907903085597
33075,44,mpd,233.86735609014292
51211,101,mpd,226.31218647824556
27938,38,mpd,236.76652615322675
9554,9,mpd,69.511785
15917,10,mpd,190.80531426666667
9641,3,mpd,61.48217333333332
31886,517,mpd,236.7747068947136
30556,246,mpd,234.26264256550476
44736,260,mpd,225.7311934277221
14799,13,mpd,169.13495600000002
57828,51,mpd,219.55942584941175
51663,313,mpd,225.34195138979106
24900,52,mpd,228.40884591975868
9581,5,mpd,92.90897819999999
48361,69,mpd,230.41883813019098
19560,89,mpd,213.447654840143
12224,5,mpd,189.39388140000003
6993,2,mpd,0.314626
22673,187,mpd,230.18504094942213
35191,95,mpd,229.09167581529272
13767,8,mpd,175.6061745357143
34436,316,mpd,230.8134508773551
33913,63,mpd,232.00996361351685
28714,39,mpd,237.90290187060944
52419,425,mpd,232.6287052882565
39441,1318,mpd,234.21357095322153
20120,99,mpd,218.21013841606134
35334,682,mpd,235.37588668997114
27313,157,mpd,229.19231680820448
23151,86,mpd,226.54113777517702
13213,48,mpd,213.73029229432626
35656,66,mpd,231.3183551339874
15178,8,mpd,197.33110232142857
57601,142,mpd,231.10340892881086
24701,121,mpd,225.30787849418513
16289,8,mpd,227.92211525
27550,163,mpd,231.17287454907006
44188,1346,mpd,233.6653393975458
23182,29,mpd,223.58686940394088
5338,1,mpd,0
18494,6,mpd,191.01567666666665
10759,1,mpd,0
15481,13,mpd,155.01119335897437
12174,15,mpd,122.72267500952381
28870,427,mpd,236.65556779306542
13656,49,mpd,211.5285669744898
16358,11,mpd,190.2124297090909
25322,42,mpd,233.7842188253194
65793,21,mpd,234.6709311142857
66663,7,mpd,226.5199300952381
22582,211,mpd,226.11448074005102
30953,50,mpd,237.4751871356382
17791,58,mpd,185.64348867453117
7657,1,mpd,0
4909,1,mpd,0
12462,10,mpd,133.71635553333334
26028,228,mpd,230.3745406080513
20867,172,mpd,221.71471660390318
45748,609,mpd,232.2215850768813
43888,332,mpd,228.93103454766003
21042,33,mpd,225.5237182689394
7679,4,mpd,195.8214183333333
61911,40,mpd,232.30326006923076
22712,97,mpd,229.16732320238557
16109,19,mpd,177.56521209356725
39132,77,mpd,232.40868295070922
38657,275,mpd,229.56906496009566
21940,9,mpd,228.22931266666666
9809,4,mpd,213.41485333333333
24071,42,mpd,222.35758975261325
10869,13,mpd,104.45789146153847
21684,76,mpd,209.82306946631581
5091,2,mpd,0.31462599999999996
8957,3,mpd,157.864938
44403,453,mpd,234.99227802291523
43352,1058,mpd,232.40230137026072
41711,208,mpd,226.19859114197212
6640,1,mpd,0
35245,60,mpd,233.1274271430445
39246,335,mpd,234.11840990753373
16652,130,mpd,219.72451407737628
53372,118,mpd,226.13148050260813
12177,16,mpd,117.06063716666667
9587,6,mpd,77.37075813333333
31824,50,mpd,235.24768546625046
30558,223,mpd,234.40502015467627
15681,13,mpd,178.26760071794874
23882,248,mpd,230.6208856614647
6647,1,mpd,0
55009,175,mpd,225.86533134788166
52071,40,mpd,230.21477319163566
32604,47,mpd,235.7601618316374
20198,6,mpd,242.8004874
44189,1464,mpd,234.26336658816982
24112,109,mpd,219.29761053380906
22723,78,mpd,222.82164452647353
11989,11,mpd,174.8234662909091
9236,4,mpd,217.775604
44405,757,mpd,235.71912230838274
47341,294,mpd,228.05978198263492
21095,15,mpd,206.4250046095238
30543,108,mpd,228.75236253588312
37392,96,mpd,230.09551817096252
39012,742,mpd,233.43463097180793
16682,64,mpd,214.80582901587303
53511,82,mpd,214.7372625405486
10097,3,mpd,195.67840733333335
54793,64,mpd,206.82505729960317
19143,81,mpd,210.09374442037037
38240,137,mpd,231.83770971082438
24905,48,mpd,233.8361369030142
45048,239,mpd,229.95694871193996
10066,2,mpd,92.09827599999998
6390,3,mpd,154.48562866666663
12187,5,mpd,122.3734424
16232,78,mpd,217.59930286000667
57856,494,mpd,229.58023180836682
30944,50,mpd,234.57284531943168
34390,72,mpd,231.3649638295932
13725,10,mpd,150.16067900000002
10470,5,mpd,37.00342959999999
4487,1,mpd,0
20575,50,mpd,220.2563005632653
13476,11,mpd,130.13047134545454
14198,8,mpd,175.6061745357143
26238,49,mpd,232.26489159693878
31765,53,mpd,232.23499659312975
24723,124,mpd,230.3976748150375
57382,67,mpd,200.57112991406603
31383,54,mpd,234.04075492744207
19091,58,mpd,200.9333575958863
42564,495,mpd,231.7592121574469
27332,248,mpd,232.82100196775625
36851,380,mpd,231.82598985000183
15328,62,mpd,213.7074140888419
21907,41,mpd,222.06300530731707
11632,4,mpd,143.59215033333334
45059,1583,mpd,235.2907726993741
14901,120,mpd,218.353182142437
39014,685,mpd,232.7847787015071
23592,61,mpd,226.7018865748634
10354,5,mpd,115.5395712
26644,49,mpd,236.89755964761906
11950,7,mpd,211.98338447619048
25128,54,mpd,233.1473664591195
16095,13,mpd,197.03566376923078
16263,26,mpd,218.09612640615384
31378,54,mpd,234.35407206324123
19574,91,mpd,214.41068974358976
30978,187,mpd,229.34965967363325
32284,247,mpd,232.23172928195626
24117,105,mpd,220.99949764652015
58710,102,mpd,225.87548215729024
29601,38,mpd,237.4438960430111
40874,110,mpd,228.77733715017965
20403,57,mpd,214.13092280200502
9790,8,mpd,200.9291135
39983,101,mpd,232.7406086396832
8060,2,mpd,244.810184
29286,568,mpd,235.94977627169575
39528,410,mpd,229.6794061744876
32493,506,mpd,232.17553275806455
27064,49,mpd,233.3282254640762
47225,802,mpd,234.669818498029
29285,560,mpd,235.43250509724913
44647,1198,mpd,232.8040110801097
39576,189,mpd,228.42715292077546
39873,1277,mpd,234.1875983220763
32686,47,mpd,235.33632301216207
10350,5,mpd,115.5360312
16078,21,mpd,199.29519943809524
37854,1,mpd,0
39555,94,mpd,232.5949299044218
39007,1038,mpd,232.86381280946142
15478,13,mpd,130.2719285897436
45701,239,mpd,233.62928342301257
57592,46,mpd,226.66201679820676
54669,96,mpd,226.56130300244715
6215,1,mpd,0
19662,200,mpd,227.5134725844943
34789,61,mpd,230.25441984883716
32254,48,mpd,236.10901564640994
46041,186,mpd,227.98692062375886
23178,32,mpd,223.16676143548386
23846,108,mpd,223.27242323873313
26274,131,mpd,227.88105335544336
55101,87,mpd,229.18014592088994
14091,46,mpd,209.37993818550726
45528,365,mpd,229.81933856703287
57825,40,mpd,222.47064208333333
21490,27,mpd,215.73305964102565
22313,29,mpd,215.46270974876848
7000,2,mpd,0.314626
40871,165,mpd,225.1964224396557
18021,10,mpd,223.68659006666667
50349,91,mpd,231.0751292276425
24129,170,mpd,226.15740633121092
11177,12,mpd,86.87607525757576
43884,357,mpd,228.11392455414318
10525,4,mpd,154.47532316666667
10312,9,mpd,70.21112694444444
34404,65,mpd,231.06796375499846
49815,1086,mpd,234.242501029696
17942,197,mpd,223.11595382052354
62775,30,mpd,224.44775192413795
23212,39,mpd,218.2614061754386
12629,6,mpd,105.20377959999999
11098,10,mpd,199.9548764
14532,45,mpd,211.17908154343436
39542,188,mpd,231.04702955377113
11579,7,mpd,71.71724685714285
44203,1197,mpd,231.97629697008173
65367,13,mpd,229.38858646153847
68815,2,mpd,231.57112899999998
9534,10,mpd,127.29203688888889
27545,80,mpd,231.06070517279653
30100,45,mpd,233.6972366587281
20138,76,mpd,220.61510307017545
16108,21,mpd,167.8478716857143
32198,53,mpd,232.89794884712106
45066,1165,mpd,233.24007891732802
14483,96,mpd,211.83975526078947
45918,1498,mpd,234.5845019186657
59002,210,mpd,231.66882509930952
16561,12,mpd,171.60364354545456
38224,249,mpd,229.9368584243846
37085,370,mpd,231.58404206389403
12818,14,mpd,213.90410273626372
8604,3,mpd,154.48562866666663
53821,238,mpd,226.96851086065269
57163,136,mpd,227.42435925874096
27730,95,mpd,229.73041517517285
53499,59,mpd,217.32457462185857
33044,50,mpd,237.25542627020408
62347,41,mpd,226.28686699756096
21496,18,mpd,217.12086380392157
58455,40,mpd,227.12137785000002
21238,101,mpd,218.86329683445547
8093,2,mpd,231.57112999999998
26218,63,mpd,232.83178167823863
34467,760,mpd,234.5434489966817
49913,66,mpd,230.0284624160634
42487,1005,mpd,232.8330741126908
17073,222,mpd,226.66362147551263
42038,1262,mpd,232.72484536618433
51128,618,mpd,233.40917921733666
19317,12,mpd,229.82930953030302
24960,45,mpd,225.28501904525254
48528,844,mpd,233.52186286411927
45964,273,mpd,228.89710714528385
7884,2,mpd,92.09827599999998
43122,1349,mpd,235.02076993057975
54360,74,mpd,207.75695121925915
16712,7,mpd,223.7631280952381
19332,11,mpd,223.77254789090907
54163,993,mpd,232.43645004891135
7161,9,mpd,188.82156572222223
29175,38,mpd,237.30007912409218
19556,98,mpd,214.2065095091521
43862,824,mpd,230.63161192779782
8737,3,mpd,61.503725999999986
28856,594,mpd,236.2125140823258
9463,6,mpd,31.424197200000002
35211,73,mpd,229.01893491311355
9965,9,mpd,137.3442191111111
11156,4,mpd,10.867888
24502,45,mpd,225.2932145757576
11060,14,mpd,211.4885065164835
18067,7,mpd,192.2750316190476
15396,55,mpd,210.25344777777778
21082,4,mpd,222.8715018333333
18421,28,mpd,221.21652850529102
24744,236,mpd,232.07934488344574
25415,110,mpd,227.09028855015848
5803,1,mpd,0
7156,8,mpd,156.8540695
11079,6,mpd,210.64380719999997
13728,11,mpd,182.95088392727274
19535,42,mpd,208.8033895691057
29632,47,mpd,234.72405198177097
16236,73,mpd,218.6385780996956
48091,1340,mpd,233.42687005569127
51232,324,mpd,225.68934412092912
18646,130,mpd,219.57394391174716
11124,10,mpd,151.1449598222222
28848,462,mpd,232.4744395017208
59570,79,mpd,220.6898439772801
13702,10,mpd,182.5946382888889
8063,3,mpd,241.20225266666668
11489,23,mpd,211.62949309881424
7379,5,mpd,92.79759619999999
51216,84,mpd,229.67532262400294
40759,1224,mpd,233.16693318225455
14388,8,mpd,169.73447114285716
37368,212,mpd,225.04778051345266
8693,8,mpd,107.48678478571428
58708,74,mpd,224.33606970899666
39116,122,mpd,230.24684018513102
15866,19,mpd,203.58073741520468
10720,3,mpd,235.29518199999998
27060,42,mpd,234.45875909190616
11215,4,mpd,141.19711066666665
54801,39,mpd,227.828952488529
24937,41,mpd,229.78042806829268
49498,259,mpd,227.85511609935855
34027,247,mpd,233.22027494867274
30552,216,mpd,229.60794930973975
17116,58,mpd,215.6981132419843
63070,79,mpd,229.20660464920482
12845,8,mpd,199.2704883214286
12852,12,mpd,186.49823486363636
26696,378,mpd,233.63836936123565
11165,9,mpd,112.14917627777778
23207,47,mpd,219.08838271785385
25698,89,mpd,233.91106960010217
12358,20,mpd,218.54259727894737
58125,47,mpd,226.55635059033042
52407,71,mpd,230.25211347818671
14782,8,mpd,184.38854882142857
49847,1028,mpd,229.69624138838716
39537,195,mpd,231.04189821861553
53095,271,mpd,227.5755083890102
8244,7,mpd,86.3483360952381
24031,53,mpd,224.6047138911466
9877,9,mpd,70.21112694444444
13704,12,mpd,196.0395376212121
10192,15,mpd,198.46828373333332
22572,171,mpd,225.03013602443758
8938,2,mpd,244.810184
27304,114,mpd,230.55280469421513
35623,99,mpd,229.6448001986976
15802,75,mpd,220.1225761347748
65192,84,mpd,218.0391005984412
55109,97,mpd,229.55935582046254
21025,17,mpd,230.01111755882354
26865,92,mpd,231.37690033553852
55123,99,mpd,232.76049748895107
1844,1,mpd,0
7082,1,mpd,0
15783,177,mpd,222.62686049988443
22982,104,mpd,216.2486292752054
21105,60,mpd,214.91724893672318
15933,5,mpd,190.9231718
1873,1,mpd,0
9343,3,mpd,197.028968
52943,121,mpd,224.5012916745576
56515,54,mpd,208.89997664150943
7374,4,mpd,115.93210166666665
29216,40,mpd,234.96014586184847
5369,1,mpd,0
10604,26,mpd,217.50795679384618
42584,286,mpd,224.62097891843135
26666,55,mpd,231.35209204713806
23238,28,mpd,208.4746782037037
38714,185,mpd,229.9027966096281
70128,1,mpd,0
55447,426,mpd,232.96245248104435
11588,6,mpd,83.24024879999999
7828,7,mpd,84.40567247619047
35693,99,mpd,231.20643450446838
9045,5,mpd,118.4200846
11518,11,mpd,201.94975454545454
42169,110,mpd,225.9383186202926
10230,9,mpd,210.12386855555556
12475,8,mpd,76.14530114285715
42586,302,mpd,226.19371832371058
49822,793,mpd,232.97788046102923
30591,630,mpd,237.49735548187135
6226,1,mpd,0
34769,60,mpd,233.49616082552373
16744,12,mpd,166.8990296969697
32682,57,mpd,235.17862141113986
35637,101,mpd,228.7332744788594
29651,41,mpd,236.20900071479025
11155,4,mpd,7.450926000000001
61477,40,mpd,233.19956155631027
1045,1,mpd,0
15501,4,mpd,212.64272
43437,335,mpd,228.7674471397842
6852,2,mpd,0.31462599999999996
17131,14,mpd,230.45239801098901
6813,4,mpd,195.8214183333333
21007,65,mpd,219.77800251634616
33080,44,mpd,234.6340907603332
29156,41,mpd,237.16560651235122
8246,6,mpd,97.59042586666666
15686,10,mpd,170.8635922888889
5095,2,mpd,0.31462599999999996
46395,376,mpd,228.93343546346367
48094,1023,mpd,232.94274455212113
14555,8,mpd,230.86210378571428
37823,100,mpd,231.24429578024402
34663,455,mpd,231.5616388743753
26994,44,mpd,235.3017115773125
18807,154,mpd,223.2806653272464
35626,96,mpd,230.44382808621492
11307,15,mpd,103.16661518095238
14075,64,mpd,216.53754097222225
19747,14,mpd,222.55072739560438
54384,87,mpd,213.29787607003473
31840,192,mpd,229.3122741442321
52849,254,mpd,230.05821251220945
11138,6,mpd,80.06972693333333
3996,1,mpd,0
41185,1303,mpd,233.05082617230252
22376,14,mpd,215.10391696703297
22242,196,mpd,228.58850449641025
33364,860,mpd,234.30505861935305
46617,571,mpd,233.0935565780442
20632,5,mpd,242.3220576
4046,1,mpd,0
46467,155,mpd,224.94976049430858
61298,141,mpd,213.60032554468083
21382,194,mpd,227.2999707467218
10195,11,mpd,202.6511908
14600,13,mpd,169.48497297435898
15232,13,mpd,150.74906853846156
9133,7,mpd,70.70314838095237
4429,1,mpd,0
60429,93,mpd,218.63649009724168
30994,242,mpd,234.42856076226656
26672,53,mpd,233.61855306386067
13520,7,mpd,205.17304657142859
12842,12,mpd,209.20809798484848
63032,223,mpd,213.24568990376923
19955,69,mpd,202.66816360102302
26470,230,mpd,232.5700556511591
5335,1,mpd,0
42051,1030,mpd,233.34225986048116
24464,51,mpd,230.1092676282353
25005,226,mpd,231.4015217679951
46894,149,mpd,226.46535201234965
32191,53,mpd,235.2276721381225
18510,10,mpd,197.1552791111111
54144,185,mpd,226.64870074074892
26562,56,mpd,234.64759228246754
39564,76,mpd,231.20191158868948
19259,81,mpd,218.8491765788889
26215,55,mpd,237.24438235393941
14161,11,mpd,179.60299323636363
17929,191,mpd,223.80126623874347
6614,1,mpd,0
1041,1,mpd,0
26674,56,mpd,234.17021612987014
6222,1,mpd,0
8724,4,mpd,115.93210166666665
10187,23,mpd,215.7172644901186
12152,18,mpd,137.3790290522876
46892,133,mpd,228.67356629440047
16531,19,mpd,168.15707519298246
20586,16,mpd,233.34558826666668
11193,3,mpd,179.73986133333332
28762,36,mpd,233.57837507972064
17821,35,mpd,199.95987761008405
6725,3,mpd,155.38723066666668
43117,1070,mpd,234.81277840901475
9313,17,mpd,197.22586172058826
54666,36,mpd,231.90785858287302
29724,625,mpd,236.7202183141799
21009,58,mpd,219.06676479683668
24944,39,mpd,231.3009120588394
39137,96,mpd,229.50541567212568
5798,1,mpd,0
30579,629,mpd,235.89652770140566
58130,77,mpd,230.0538159148033
13892,21,mpd,123.46424768571428
14521,59,mpd,203.82813578959673
51141,926,mpd,230.53184620211184
58992,55,mpd,230.60850312077145
20414,139,mpd,213.81258691231363
7520,1,mpd,0
27043,75,mpd,235.07708752665715
39950,375,mpd,231.47593320741112
49925,106,mpd,230.57375581028086
3203,1,mpd,0
15442,27,mpd,169.28572911111112
28366,37,mpd,235.05207702419702
5537,1,mpd,0
28383,85,mpd,229.6624681783404
40866,146,mpd,228.233484990535
34352,64,mpd,229.5048549148763
56532,68,mpd,208.93384091264267
53716,382,mpd,231.34794489411294
49917,106,mpd,231.27893649246397
32172,49,mpd,235.59157941156462
31777,44,mpd,236.95541148760594
13655,53,mpd,209.6840783164006
23000,149,mpd,223.57169733339381
21818,193,mpd,228.11292339369473
13530,5,mpd,226.473283
43878,300,mpd,227.6075935567503
23204,49,mpd,217.7304798214286
18794,205,mpd,224.67964326451516
59423,60,mpd,231.93326176620835
5768,1,mpd,0
21722,229,mpd,220.87120208129932
16117,11,mpd,183.75952221818181
35335,656,mpd,235.54614259435434
15399,42,mpd,214.51836802322882
10302,9,mpd,145.01818233333333
