grid_id,n,pd,mpd,raoq,fd,fdr,type
33938,28,2784.491454221536,336.64013647402504,20.301048866270353,46.67419110520779,1.6083887595915012,mean
33939,28,2754.357370251856,341.87617394785747,20.421870049261024,47.00490313411849,1.6060045590291516,mean
33940,28,2811.581236051792,350.33714586779996,20.736929775920174,50.15052728185859,1.6220580063513539,mean
33941,28,2812.582470121664,345.88641299630933,20.55578741988183,49.11184464049392,1.618563223754574,mean
33942,30,2905.5042480616003,355.82742929086527,19.88406720021056,51.07642178103079,1.6279077918872356,mean
33943,29,2900.933479961664,354.562766263366,20.274063828671913,54.521831322237404,1.639996811559104,mean
33944,29,2884.0154060416,356.1922582665143,20.239745788364097,50.386096898805036,1.6244416638306538,mean
33945,29,2903.360525661664,357.7412266121345,20.870616316382144,57.48460319646515,1.6522534306421224,mean
33946,30,2919.580973901408,364.7388017835881,21.042941814276748,63.701969059331276,1.6687366673099657,mean
33947,30,2948.837096281728,363.67065359896577,20.664167241195532,58.89321825059262,1.6518692557355512,mean
33948,30,2968.142151521536,349.96471758493,20.11529362091398,52.301685914618965,1.630217265952055,mean
33949,30,2963.469277481984,343.60786347732767,21.039786933381396,65.25835760292885,1.6719904506131689,mean
33950,30,2950.18818614192,336.3092121616912,21.01491541510313,59.65145023625247,1.6599208733098394,mean
33951,30,2967.818298441664,330.16592485266267,20.360867219570455,53.036311369375824,1.6338731813721439,mean
33952,31,3014.291685481408,338.2135686431016,20.327904061256568,58.85102509888514,1.6563063762556636,mean
33953,31,2988.6142559616,331.5383415524473,20.480153455373447,61.55412479897808,1.661908097852671,mean
33954,32,3037.203541981472,333.6276324559388,21.92430208988072,91.89723986388613,1.7490058151694998,mean
33955,32,3047.651796561792,326.2185097751926,21.613572103088533,92.74333762289118,1.7475067515731897,mean
33956,34,3277.1286340616,330.7325023582403,21.954825572928986,124.66916915894856,1.817001651848708,mean
33957,35,3308.488070063016,330.3792710249118,22.61365363811902,154.19197012378137,1.8687527658022756,mean
33958,38,3445.182351722592,326.01950289404823,22.123742114278322,172.46178339002017,1.891780118157857,mean
33963,44,3816.973417581536,318.5935645392453,22.439206303677363,235.5793628110709,1.966778059402979,mean
33964,42,3606.243173362796,333.1071234402725,23.045456951481523,212.9899255663664,1.947224378165354,mean
33965,39,3458.981758402672,327.5036047371951,22.39186073698712,157.31409267541693,1.8709828993060504,mean
