grid_id,n,pd,mpd,raoq,fric,fric_rad
47213,699,NA,NA,NA,6816.1998366479465,3.0143438360857022
19238,205,NA,NA,NA,3758.5817779474232,2.798195156312521
26870,173,NA,NA,NA,3916.2073825823522,2.81260154003063
41616,1259,NA,NA,NA,8258.595218476987,3.0875448331474384
11258,13,NA,NA,NA,0.026593707815732875,0.6354733784588302
54822,119,NA,NA,NA,2743.9960590085593,2.6902828023632326
47663,916,NA,NA,NA,6841.959731797089,3.015765469468818
21711,230,NA,NA,NA,3116.837257582385,2.7334697103727317
21102,38,NA,NA,NA,36.265089139196924,1.5665205399899826
60438,132,NA,NA,NA,4550.722217238425,2.8658934559815985
12476,8,NA,NA,NA,NA,NA
16217,232,NA,NA,NA,3653.12351639785,2.7882585625203498
8497,2,NA,NA,NA,NA,NA
23018,295,NA,NA,NA,5169.604329680897,2.9119382625859282
69684,12,NA,NA,NA,0.4282984457677,0.89943195332166
47440,348,NA,NA,NA,4467.55124625991,2.8592932094688384
21091,9,NA,NA,NA,0.0035087102077565957,0.4933367148935662
36547,95,NA,NA,NA,744.1169886664233,2.2853627926936677
22977,117,NA,NA,NA,1183.6292291641391,2.421876315950819
9171,4,NA,NA,NA,NA,NA
36539,76,NA,NA,NA,489.5325559215755,2.168815944713625
8913,5,NA,NA,NA,NA,NA
59975,138,NA,NA,NA,801.1541434260841,2.306558694010878
58270,63,NA,NA,NA,997.9713710275233,2.3707718416132884
991,1,0,0,0,NA,NA
12374,18,NA,NA,NA,3.200644770596316,1.1565240928645433
45523,462,NA,NA,NA,6481.602423885101,2.9954377489437842
39553,122,NA,NA,NA,1064.0541772152096,2.3898490342917365
21467,35,NA,NA,NA,49.31041674379822,1.627861058380905
10605,38,NA,NA,NA,107.32871578425701,1.794070444186611
13241,25,NA,NA,NA,12.175788332665569,1.3667438746920992
14163,14,NA,NA,NA,0.2381731418110704,0.8358177660107586
31773,53,NA,NA,NA,208.13272601358867,1.9489134219417514
10879,20,NA,NA,NA,0.07910096595005113,0.7282369710518363
12753,90,NA,NA,NA,712.0872592549098,2.2728284234091976
13286,17,NA,NA,NA,1.3594830519763692,1.039134406162385
11550,5,NA,NA,NA,NA,NA
11516,14,NA,NA,NA,0.23742475749786737,0.8354890269634314
37376,116,NA,NA,NA,1190.2623110850461,2.423568701404
21511,8,NA,NA,NA,NA,NA
47479,10,NA,NA,NA,0.014140552355913997,0.587230084313943
59111,105,NA,NA,NA,798.2189833681828,2.305500689844953
5939,2,NA,NA,NA,NA,NA
39573,220,NA,NA,NA,2670.1090787487115,2.6811192166645017
7909,2,NA,NA,NA,NA,NA
18294,20,NA,NA,NA,7.639604592901323,1.2893887010096154
20400,61,NA,NA,NA,404.25900209697153,2.117544093821942
24519,42,NA,NA,NA,98.08767703599518,1.7739926093608935
30561,245,NA,NA,NA,4292.867820809462,2.8450731663944344
6164,1,0,0,0,NA,NA
66949,115,NA,NA,NA,2393.5212869376305,2.644719770468465
23194,44,NA,NA,NA,105.2133374584182,1.7896118616515744
24498,69,NA,NA,NA,375.5183306187403,2.098113087026055
11196,10,NA,NA,NA,0.013361204731329443,0.5830834333143144
11277,9,NA,NA,NA,6.488605812341329e-4,0.39950196878910277
18357,194,NA,NA,NA,3402.4029877749826,2.763587495089442
56968,75,NA,NA,NA,880.1775407996529,2.33384110876505
12152,22,NA,NA,NA,0.29916647372859556,0.8599815129582645
7254,2,NA,NA,NA,NA,NA
54596,1145,NA,NA,NA,8624.149585575853,3.104306077132086
6384,4,NA,NA,NA,NA,NA
23232,29,NA,NA,NA,17.373337455323266,1.4288459458972234
39881,1298,NA,NA,NA,9742.0986770938,3.1519663003313005
19521,88,NA,NA,NA,730.7705381335174,2.2801983587726142
10296,2,NA,NA,NA,NA,NA
25138,173,NA,NA,NA,2936.779044750643,2.7132131237925554
40841,406,NA,NA,NA,3255.6812709456,2.7484018686288363
37518,321,NA,NA,NA,2851.1933545817997,2.7032009647674915
16917,40,NA,NA,NA,26.070574179471095,1.5032071212943854
