grid_id,n,pd,mpd,raoq,fd,fdr
36957,89,5549.5815795062,292.1130449901802,21.250590879261093,526.45262578192,2.188617724445168
10713,2,231.57112999999998,231.57112999999998,5.613035398905009,NA,NA
23013,246,9461.936453803,333.1836014947382,19.620935620140592,1706.9968839270775,2.5352984507528196
17790,80,3296.675508,380.9196186721519,21.65657132432371,94.66532007726138,1.7661348629581826
23880,279,10735.054808106,325.074121808083,19.053337586282698,2005.3916836038495,2.5868717683203495
53514,112,5483.432586003,280.59330815932,24.11562458803083,1206.1221269740172,2.427582011086726
24121,100,5529.100016,297.9897020662626,16.583423253548222,330.08740761856956,2.064565280575656
55243,94,5116.241385002,289.5315997744649,26.712478545120987,1419.9418704369498,2.4776149944900308
21711,230,8465.8110426,315.45449971981776,18.6996958053223,1451.3231460423704,2.4843942486871926
40448,90,5986.870602006,315.2315744870247,18.97282898128231,519.001457521189,2.184721447493239
3144,1,0,0,0,NA,NA
39155,77,5283.111012003,350.41796661046754,19.342103413332755,380.84195014464217,2.1018082749210585
20846,183,6364.939804,317.8518651617126,18.029894415702596,686.8954515800207,2.26261848083773
7634,1,0,0,0,NA,NA
52407,73,4869.8629684361995,252.92595687264324,17.438324219243963,337.0387380122649,2.0699505832519693
30890,55,4362.3899890032,348.49278741964497,19.57728953027421,208.1876396221603,1.9489776895363855
30515,63,5021.7133930062,347.5212486248768,21.450473872312664,338.84329129725995,2.0713327001579493
12196,7,283.060292,90.08956695238095,5.4224550129289195,NA,NA
42906,1304,26843.6110526162,237.38236947646467,13.029770043912958,4980.283538613381,2.8983895726887696
22780,41,2360.618945,274.3773882780488,19.40404627905942,32.10715716072663,1.5428554243452848
30099,59,4572.6445290032,371.2629180363446,21.938003546606872,301.85473909627194,2.041619240114354
9930,2,231.57112999999998,231.57112999999998,6.133907234520147,NA,NA
19580,97,4041.188127,339.45979319458763,19.04512111059469,306.07539182963365,2.045165941656118
16710,6,581.247846,220.207417,14.485962506251097,NA,NA
24115,130,6359.701839,304.63089926225405,16.577758530918427,556.3700232709215,2.2037913054215137
6637,1,0,0,0,NA,NA
3142,1,0,0,0,NA,NA
47325,137,7180.9208135276,241.20882435055321,18.167018383675437,1397.0558237673558,2.4725877883163863
15912,22,1453.153682,287.25376783549785,15.629562374472869,0.8277210253315895,0.9766422280641159
19970,53,3045.559705,290.0725375892598,18.576225525975595,105.31418611216358,1.7898261932090682
43788,964,22061.1247185574,234.55178849745408,13.508822088181342,4416.860903957692,2.8552176218074714
4499,1,0,0,0,NA,NA
43001,547,16046.544139560001,235.82101912907407,14.899975998363288,3368.013781927695,2.7600803963631337
18438,7,706.311227,227.9962900952381,13.874116488814893,NA,NA
25329,65,4525.7282328,348.9483604373077,19.16143362817119,214.26934483338854,1.9560052008736373
54666,38,3379.000748006,274.6911232961906,18.885014380646368,79.76393465054203,1.7287246358769004
3204,1,0,0,0,NA,NA
47218,1152,25384.1569055696,238.94845264062215,13.410461291588796,4547.994023061896,2.865678633889582
8988,3,231.69611399999997,154.46407599999998,4.843180117738313,NA,NA
16529,23,1610.937493,378.2405202924901,17.389417332019935,1.1157256309554797,1.0137822341832619
17081,246,8391.1127036032,386.97847349124885,21.644099063427088,1500.5631999194616,2.494777315471352
13704,16,1496.784797,375.7177677916667,19.649324822974858,0.4759613887191538,0.9113736446345593
52654,169,7435.534999003,266.7095695183505,22.387513496795336,2176.3793743717956,2.6134658235665498
39889,990,23696.3205430784,238.14651641863844,14.106695178419152,5441.923146391396,2.9306843860687626
32707,279,11441.3522840552,270.89150425639735,18.007692771570188,2789.0136103205696,2.695760647349128
60843,77,3483.164571,210.32335721872863,22.61467170551437,237.86043662276046,1.9817108011362539
40013,105,6353.743505009,310.74826160713116,20.680901339615446,682.2611315887361,2.2607046561241266
13221,35,2427.796574,303.0118141882353,17.91586655495805,21.274031239704357,1.465484482071772
41726,149,8220.4052010122,276.68879498247827,18.513301042860178,1064.1587701029323,2.389878397277688
46898,148,7239.1056005242,244.7683082077181,17.82407478961196,1460.9691934814437,2.486452300757615
14957,55,3018.85254,270.7105651030303,17.72046647457052,63.08680229933375,1.6787743087926663
22790,30,2294.203467,298.8396505586207,17.31127581365449,8.695114521928256,1.310416682447532
48637,308,11463.9765300448,245.32659962555002,17.106965263201197,2779.206596773232,2.694573932023476
18899,14,1591.816086,278.6268317032967,16.67571594653767,0.6212146464905566,0.9422262749655954
13019,20,1308.391423,282.5946117894737,14.166527007820802,0.13256776895659292,0.776791998569563
51537,32,2712.6347340064,234.2503911133032,13.729858986895138,17.864012675583943,1.4338290570767156
42139,492,15322.640119558,239.61324535401022,15.289378675048388,3419.4190527254827,2.7653113801064335
55117,467,14301.255386573,244.20047588704284,17.30591618513621,3505.172336037066,2.773886404163761
12612,18,1146.444131,340.59000360784313,15.172783143282535,0.09107551228527787,0.7411825787931916
27479,58,4860.2396170032,366.3255646129355,21.462554668182598,295.9949905603567,2.0366225362123234
50274,790,21135.0344745794,235.4355483691401,15.101768964274292,4613.016267034461,2.870768176392164
40000,117,6724.9540285164,288.58309167858863,17.648767839847046,604.1685338230409,2.2266131152753736
11622,1,0,0,0,NA,NA
10007,10,852.366995,209.17546073333332,9.72866941576616,2.1878500718782578e-5,0.26151836638327336
37384,116,6609.4278635151995,284.3045510512366,20.465540179777513,1010.938824359592,2.3746007982109862
17145,7,693.9490420000001,223.7631280952381,13.624055738437947,NA,NA
