grid_id,n,fd,fdr,mpd,pd,raoq
6979,2,NA,NA,0.9715385571045893,0.9715385571045893,0.5581682308626902
6981,2,NA,NA,1.1331311515687033,1.1331311515687033,0.5035782449923957
6982,2,NA,NA,0.9715385571045893,0.9715385571045893,0.48739387323819505
6983,2,NA,NA,0.8283338088435224,0.8283338088435224,0.35119312186886337
6989,2,NA,NA,0.7638553050849859,0.7638553050849859,0.4021417597063034
6990,2,NA,NA,0.6412435482292261,0.6412435482292261,0.42003708888386115
6991,2,NA,NA,0.5218293330708658,0.5218293330708658,0.4436149455933158
6992,2,NA,NA,0.7017482538998888,0.7017482538998888,0.3992802164975588
6993,2,NA,NA,0.4296675918142748,0.4296675918142748,0.4114409307105355
6994,2,NA,NA,0.7638553050849859,0.7638553050849859,0.4629016656031392
6995,2,NA,NA,0.6113504033133788,0.6113504033133788,0.4059406909751534
6996,2,NA,NA,0.7638553050849859,0.7638553050849859,0.3763354907709689
6997,2,NA,NA,0.7017482538998888,0.7017482538998888,0.39928021550296816
6998,2,NA,NA,0.6412435482292261,0.6412435482292261,0.43183356162731873
6999,2,NA,NA,0.5517614354470431,0.5517614354470431,0.3769848205307747
7000,2,NA,NA,0.5517614354470431,0.5517614354470431,0.4356920192544512
7097,2,NA,NA,0.30928263066526884,0.30928263066526884,0.14911945416250916
7151,6,NA,NA,0.21669554090343837,0.20286756607819922,0.22636010874773851
7152,5,NA,NA,0.18612622317935204,0.15740334964076838,0.22954719218795772
7154,4,NA,NA,0.31224169301227217,0.30204689107840355,0.3296624386360149
7155,4,NA,NA,0.19460375287809173,0.18076909431593177,0.2594271940953455
7156,6,NA,NA,0.23219361151025028,0.19356643799797746,0.21804701499312676
7157,6,NA,NA,0.1539764303818587,0.11224950690056865,0.21726462403241353
7158,5,NA,NA,0.23077869157351838,0.2130177684526861,0.25223981154377034
7159,6,NA,NA,0.2672343986079931,0.2379674873555721,0.24454589255361492
7160,6,NA,NA,0.20415887512739833,0.17525997238431187,0.19407209022683977
7161,6,NA,NA,0.18731019387876535,0.15401941124164575,0.21058508459597858
7162,6,NA,NA,0.18321647910589375,0.13582092485016012,0.21569523635986676
7163,6,NA,NA,0.19639768111955608,0.1661570720844365,0.20166985073590396
7164,6,NA,NA,0.19880670957491037,0.15569410114604237,0.1793393084237283
7165,5,NA,NA,0.2623751391405835,0.24610147655110984,0.23210481085107815
7166,4,NA,NA,0.25410784345782833,0.24307860416345567,0.18592955492319677
7232,2,NA,NA,0.4936276668858631,0.4936276668858631,0.382157489613109
7233,2,NA,NA,0.5757940247464773,0.5757940247464773,0.41430788464590196
7237,2,NA,NA,0.031426344901893284,0.031426344901893284,0.14911365126785167
7238,2,NA,NA,0.0322858682354024,0.0322858682354024,0.15521364663390547
7239,2,NA,NA,0.03032164159307921,0.03032164159307921,0.14220594138228818
7240,2,NA,NA,0.5972458757702621,0.5972458757702621,0.4211821261509866
7241,2,NA,NA,0.40832942420091,0.40832942420091,0.29157433690899315
7242,2,NA,NA,0.7235359776143597,0.7235359776143597,0.27492788543864277
7243,2,NA,NA,0.5575296930788872,0.5575296930788872,0.36685800749957015
7244,2,NA,NA,0.5725164564487193,0.5725164564487193,0.43895951818627493
7245,2,NA,NA,0.6874734270266185,0.6874734270266185,0.4765891038901818
7246,2,NA,NA,0.5785266799119942,0.5785266799119942,0.3923923918218992
7247,2,NA,NA,0.6885622944607116,0.6885622944607116,0.5005268878548454
7248,2,NA,NA,0.5717825386181832,0.5717825386181832,0.4128585348846175
7249,2,NA,NA,0.6245723944499414,0.6245723944499414,0.5273764355844035
7250,2,NA,NA,0.39439461973833856,0.39439461973833856,0.4241583676560556
7280,2,NA,NA,0.3426028413265602,0.3426028413265602,0.34160112117548846
7281,2,NA,NA,0.5739134002731571,0.5739134002731571,0.492420390668421
7282,2,NA,NA,0.7919147932046506,0.7919147932046506,0.5889801017223257
7283,2,NA,NA,0.5979071679430378,0.5979071679430378,0.5070772924912881
7284,2,NA,NA,0.8283338088435224,0.8283338088435224,0.3679700093756086
7285,2,NA,NA,0.6412435482292261,0.6412435482292261,0.4042994661825538
7286,2,NA,NA,0.795748851223618,0.795748851223618,0.374505802320007
7287,2,NA,NA,0.6412435482292261,0.6412435482292261,0.3713374430502755
7288,2,NA,NA,0.6121640515187888,0.6121640515187888,0.7221464482222474
7289,2,NA,NA,0.7978131596600058,0.7978131596600058,0.4927971144297528
7290,3,NA,NA,0.9406158321782815,0.9406158321782817,0.4542588920375866
7291,2,NA,NA,0.6724452619891753,0.6724452619891753,0.824412557828704
7292,2,NA,NA,0.9759178980176949,0.9759178980176949,0.7914299844305807
7293,2,NA,NA,0.9313108989105051,0.9313108989105051,0.34517759535731696
7294,2,NA,NA,0.5218293330708658,0.5218293330708658,0.401851281028223
7303,2,NA,NA,0.795748851223618,0.795748851223618,0.3671973208495491
7304,2,NA,NA,0.6113504033133788,0.6113504033133788,0.3542197879891133
7305,2,NA,NA,1.0609117749541648,1.0609117749541648,0.8023666457282674
7306,2,NA,NA,0.9668917464770788,0.9668917464770788,0.7987868777008161
7363,2,NA,NA,0.732553877040596,0.732553877040596,0.34244233181728956
7364,2,NA,NA,0.49162164453294244,0.49162164453294244,0.377804479927235
7365,2,NA,NA,0.5517614354470431,0.5517614354470431,0.3719899052927294
7366,2,NA,NA,0.7638553050849859,0.7638553050849859,0.32830439731594613
7367,2,NA,NA,1.0875225223622593,1.0875225223622593,0.637527062748629
7368,2,NA,NA,0.795748851223618,0.795748851223618,0.32912056040955967
7369,2,NA,NA,0.6412435482292261,0.6412435482292261,0.3713374410930707
7370,2,NA,NA,0.5218293330708658,0.5218293330708658,0.3725696420195878
7371,2,NA,NA,0.732553877040596,0.732553877040596,0.36457298839214736
7372,2,NA,NA,0.7017482538998888,0.7017482538998888,0.3767904023149768
7373,2,NA,NA,1.1726281703715025,1.1726281703715025,0.5102919423194544
7374,2,NA,NA,1.2670222540137581,1.2670222540137581,0.5626871412757588
7375,3,NA,NA,0.9269819959785333,0.9269819959785334,0.5217150684708675
7376,3,NA,NA,0.6497009100837304,0.6497009100837305,0.43074888341895357
7377,3,NA,NA,0.9031265301124605,0.9031265301124605,0.43393734968100867
7378,3,NA,NA,1.0873366569255198,1.0873366569255196,0.47476951170247855
7379,3,NA,NA,0.9084731693173898,0.9084731693173898,0.42824390731042
7380,3,NA,NA,0.8371243769568016,0.8371243769568015,0.480443680244065
7381,3,NA,NA,1.0038201652554066,1.0038201652554068,0.5147431076985766
7382,3,NA,NA,0.9315821418427551,0.9315821418427551,0.4980659397027091
7383,3,NA,NA,0.9789131546511234,0.9789131546511233,0.5034752004165166
7384,3,NA,NA,1.0700452863012049,1.0700452863012049,0.5322263732589554
7385,4,NA,NA,0.5792337881736267,0.575744038308968,0.4767264501014575
7386,4,NA,NA,0.6540450705118784,0.6500331239493957,0.39756463008683457
7387,3,NA,NA,1.0042063769594272,1.0042063769594272,0.5133508148731153
7388,2,NA,NA,1.0488486486820074,1.0488486486820074,0.6840134140377995
7389,2,NA,NA,0.8298441653034049,0.8298441653034049,0.5376055496270369
7390,2,NA,NA,0.8995172313463398,0.8995172313463398,0.5439085709510912
7391,2,NA,NA,1.1490292030676346,1.1490292030676346,0.5537428404035167
7392,4,NA,NA,0.5947298065723321,0.5860142315919632,0.35515044071505736
7393,4,NA,NA,0.5883205981306447,0.5806726019336304,0.3571534416334846
7394,3,NA,NA,0.8810711866233557,0.8810711866233556,0.45381663880859263
7395,4,NA,NA,0.6299107916109602,0.6248566763663504,0.35825624842600934
7396,3,NA,NA,0.9359269799267039,0.9359269799267039,0.49463656090099095
7397,3,NA,NA,0.6226944384510645,0.6226944384510643,0.41593994560003983
7399,4,NA,NA,0.6621496554707402,0.651569068282295,0.5160558332823286
7400,4,NA,NA,0.6437915398152807,0.6124226355157681,0.4339164826771879
7401,4,NA,NA,0.6509322943844498,0.6516366446963694,0.43454812054147174
7402,2,NA,NA,1.0603559032274912,1.0603559032274912,0.5568109145776524
7403,2,NA,NA,0.8998371879003546,0.8998371879003546,0.5607824248991843
7404,2,NA,NA,0.8347363646882066,0.8347363646882066,0.7382481143747066
7405,2,NA,NA,0.9034639219461158,0.9034639219461158,0.9030793592441335
7406,2,NA,NA,1.1798396799230075,1.1798396799230075,0.6684274011246324
7407,2,NA,NA,0.8629552351375734,0.8629552351375734,0.5489810606748897
7408,2,NA,NA,1.0090889904613038,1.0090889904613038,0.5006251381326187
7409,2,NA,NA,1.0076664460302303,1.0076664460302303,0.5802545944897103
7410,2,NA,NA,1.1755402374729556,1.1755402374729556,0.4754681365070675
7411,2,NA,NA,0.8979180350168189,0.8979180350168189,0.4687660195797441
7412,2,NA,NA,0.9342828830813709,0.9342828830813709,0.4885938544023585
7413,2,NA,NA,0.9698270508961399,0.9698270508961399,0.5489365337857364
7414,2,NA,NA,0.9342828830813709,0.9342828830813709,0.5566320912691849
7415,2,NA,NA,0.7336873381126481,0.7336873381126481,0.5631457278445391
7416,2,NA,NA,0.6113504033133788,0.6113504033133788,0.41786049820355
7417,2,NA,NA,0.8371431004773026,0.8371431004773026,0.8439033293879175
7418,2,NA,NA,0.8124269826755852,0.8124269826755852,0.7543729507161869
7419,2,NA,NA,0.7638553050849859,0.7638553050849859,0.40214176093868087
7420,2,NA,NA,0.581560341143031,0.581560341143031,0.39160148367208375
7421,2,NA,NA,0.6412435482292261,0.6412435482292261,0.39578720577293486
7422,2,NA,NA,0.7638553050849859,0.7638553050849859,0.38936687724943364
7425,2,NA,NA,0.6412435482292261,0.6412435482292261,0.3832975183542807
7426,2,NA,NA,0.6412435482292261,0.6412435482292261,0.38329751764724057
7427,2,NA,NA,0.732553877040596,0.732553877040596,0.4255140830075084
7428,2,NA,NA,0.795748851223618,0.795748851223618,0.3905131115479103
7429,2,NA,NA,0.6713433697605449,0.6713433697605449,0.3976162695439524
7432,2,NA,NA,0.6713433697605449,0.6713433697605449,0.3850509339224394
7433,2,NA,NA,0.7017482538998888,0.7017482538998888,0.3992802161088061
7440,2,NA,NA,0.384361914566505,0.384361914566505,0.4214960600376519
7443,2,NA,NA,0.6266625224128319,0.6266625224128319,0.6945321322804442
7444,2,NA,NA,0.4765949640498012,0.4765949640498012,0.5234405648668865
7445,2,NA,NA,0.5844000290679955,0.5844000290679955,0.6447560186457993
7449,2,NA,NA,0.6266625222183798,0.6266625222183798,0.6925341148627212
7499,2,NA,NA,0.3324569148394931,0.3324569148394931,0.05789052412152042
7528,2,NA,NA,0.4007374385124913,0.4007374385124913,0.146654855624658
7578,3,NA,NA,0.26955604798779226,0.26955604798779226,0.2894097941166318
7582,7,NA,NA,0.1700788468157504,0.13008286405595101,0.17269213861233826
7583,8,NA,NA,0.12332319413389407,0.10349434612425286,0.15194188855716248
7584,6,NA,NA,0.23140840293498113,0.19722955992065366,0.24028957525722788
7585,6,NA,NA,0.20900191400555204,0.16813666126016183,0.2480626403886399
7586,6,NA,NA,0.21786904473949129,0.18113483073573924,0.23704422081261306
7587,6,NA,NA,0.23747346051234147,0.20724854947852542,0.2118059985062052
7588,6,NA,NA,0.22078876779164808,0.18951025131450835,0.20954960754571025
7589,6,NA,NA,0.23470648778561945,0.20218934355641272,0.23031320031108382
7590,8,NA,NA,0.12659717990101343,0.08602311892449532,0.13328016772530538
7591,6,NA,NA,0.11868798058392593,0.07236289213184299,0.1717786243023087
7592,6,NA,NA,0.16805239562356475,0.14200193915443748,0.2363925413874753
7593,8,NA,NA,0.08634638180359853,0.07974165742070269,0.13258132040657977
7594,6,NA,NA,0.15877327522741788,0.14264004584550108,0.20837357369114698
7595,6,NA,NA,0.17119164666698675,0.14526130869198942,0.213661491340568
7596,6,NA,NA,0.11733701457160874,0.08412103629476275,0.19141666108821492
7597,7,NA,NA,0.15640030564058433,0.12205439927827044,0.21277955276433444
7598,6,NA,NA,0.17843647678696173,0.1572868747749939,0.22237786808960722
7599,6,NA,NA,0.22224726125883348,0.22252741042003513,0.2213240637119024
7600,6,NA,NA,0.2527481859327785,0.23216555853288692,0.23216890597384846
7601,4,NA,NA,0.23568801284740384,0.24082350017577542,0.18169151376568268
7602,2,NA,NA,0.3458544524667197,0.3458544524667197,0.39835062639387364
7603,2,NA,NA,0.4332628206678727,0.4332628206678727,0.435504390895707
7604,2,NA,NA,0.4810888056677341,0.4810888056677341,0.5142773590256244
7605,2,NA,NA,0.4596338172256639,0.4596338172256639,0.42821832246660874
7641,2,NA,NA,0.36697694528566344,0.36697694528566344,0.5206494777520458
7644,2,NA,NA,0.07017581906584662,0.07017581906584662,0.25019244537767665
7664,2,NA,NA,0.371232660172737,0.371232660172737,0.29938073537141074
7665,2,NA,NA,0.40291167165196273,0.40291167165196273,0.30168728968780667
7666,3,NA,NA,0.29275201132611767,0.29275201132611767,0.3269710575289504
7667,2,NA,NA,0.5232321883213213,0.5232321883213213,0.4816971636326619
7668,2,NA,NA,0.8080721595166799,0.8080721595166799,0.7046390252351115
7669,3,NA,NA,0.6648441795503295,0.6648441795503294,0.5799069554611367
7670,3,NA,NA,0.5645742212285647,0.5645742212285647,0.44365407208670304
7671,3,NA,NA,0.6004244509185833,0.6004244509185834,0.4401784824509905
7672,2,NA,NA,0.6603877877014191,0.6603877877014191,0.43539451071101504
7673,2,NA,NA,0.5186692083042306,0.5186692083042306,0.4014971021406973
7674,2,NA,NA,0.446343665215529,0.446343665215529,0.3456290846980529
7675,2,NA,NA,0.6962487087795266,0.6962487087795266,0.5753456624699831
7676,2,NA,NA,0.7168834630761735,0.7168834630761735,0.5724004692240855
7677,2,NA,NA,0.5330787005930195,0.5330787005930195,0.49031414635058945
7678,2,NA,NA,0.7547064738891527,0.7547064738891527,0.5344841360521976
7679,2,NA,NA,0.6499356109432213,0.6499356109432213,0.4869241028026741
7680,2,NA,NA,0.6513289908375096,0.6513289908375096,0.4468234096936605
7681,2,NA,NA,0.4563482861112488,0.4563482861112488,0.3489672682949576
7682,2,NA,NA,0.010500936051597125,0.010500936051597125,0.34460890793131316
7684,2,NA,NA,0.43717988145694087,0.43717988145694087,0.1812483618025889
7713,2,NA,NA,0.36935359928771655,0.36935359928771655,0.3661409286892551
7714,2,NA,NA,0.7595175205553465,0.7595175205553465,0.5934749820759082
7715,2,NA,NA,0.6234847730651548,0.6234847730651548,0.5219380397423842
7716,2,NA,NA,0.5929720079739977,0.5929720079739977,0.4989380703924979
7717,2,NA,NA,0.8932344376332169,0.8932344376332169,0.3054395577413204
7718,2,NA,NA,0.7235359776143597,0.7235359776143597,0.27653280780702894
7719,4,NA,NA,0.717960868408647,0.7234951249195614,0.3490241233870177
7720,3,NA,NA,0.7676341268517906,0.7676341268517906,0.4543605330798683
7721,3,NA,NA,1.0507881233794598,1.05078812337946,0.5044488838747982
7722,4,NA,NA,1.0278961969003932,1.0368595606295146,0.3803641908897923
7723,4,NA,NA,0.8887434574516805,0.8899619531086219,0.6379977451725766
7724,2,NA,NA,1.1978947065198797,1.1978947065198797,0.8810600535860218
7725,2,NA,NA,0.7638553050849859,0.7638553050849859,0.35873420203290884
7726,2,NA,NA,0.732553877040596,0.732553877040596,0.34244233190599593
7727,2,NA,NA,0.732553877040596,0.732553877040596,0.34992526558294257
7728,2,NA,NA,0.6113504033133788,0.6113504033133788,0.3401617766267085
7733,2,NA,NA,0.6113504033133788,0.6113504033133788,0.3329600519074276
7734,2,NA,NA,0.581560341143031,0.581560341143031,0.3571376812317266
7735,2,NA,NA,0.732553877040596,0.732553877040596,0.31127154648885264
7736,2,NA,NA,1.2728898675576927,1.2728898675576927,1.028072996857853
7737,2,NA,NA,1.141636019130298,1.141636019130298,0.8556600121737016
7738,2,NA,NA,0.7933295968482694,0.7933295968482694,0.698955485333113
7750,2,NA,NA,0.36810407752896057,0.36810407752896057,0.2769664101737706
7751,2,NA,NA,0.6511152519143167,0.6511152519143167,0.6316445603383671
7752,2,NA,NA,0.6482121798760507,0.6482121798760507,0.6359519843505669
7753,2,NA,NA,0.6454761326153762,0.6454761326153762,0.5220281394677887
7795,2,NA,NA,0.7017482538998888,0.7017482538998888,0.3767904000088053
7796,2,NA,NA,0.6412435482292261,0.6412435482292261,0.32111001871807227
7797,2,NA,NA,0.7017482538998888,0.7017482538998888,0.3767904020576966
7798,2,NA,NA,1.253289231277925,1.253289231277925,0.9903543871467866
7799,2,NA,NA,0.970853788283649,0.970853788283649,0.6703132920355291
7800,2,NA,NA,1.0762906991964314,1.0762906991964314,0.6456774082171232
7801,2,NA,NA,1.3208783806442084,1.3208783806442084,0.6588818654550167
7802,2,NA,NA,0.7904939373218789,0.7904939373218789,0.5131679686351612
7803,2,NA,NA,1.120005793594752,1.120005793594752,0.47309714282653775
7804,2,NA,NA,0.9360167696940439,0.9360167696940439,0.4943770653159758
7805,2,NA,NA,1.2218641722120738,1.2218641722120738,0.532690215853421
7806,3,NA,NA,0.9219959371215629,0.9219959371215628,0.5192144788002403
7807,3,NA,NA,1.0191486723651393,1.019148672365139,0.41554072447012186
7808,3,NA,NA,1.064999888872801,1.0649998888728014,0.5699382894677044
7809,3,NA,NA,1.1954592539838995,1.1954592539838993,0.6021575672435782
7810,3,NA,NA,0.9888581246284948,0.9888581246284947,0.5296601737382076
7811,3,NA,NA,0.9081759881831901,0.9081759881831901,0.40262851569672686
7812,4,NA,NA,0.5957624784794693,0.5921790785511435,0.35769665653995875
7813,4,NA,NA,0.7520252520379799,0.7460319609056928,0.376824476153173
7814,4,NA,NA,0.5515639702807392,0.5470977342450317,0.3125211445225952
7815,4,NA,NA,0.6446820632137586,0.6402318309543001,0.48414807482024314
7816,4,NA,NA,0.5822949468327865,0.5814314687408727,0.4359224562626062
7817,4,NA,NA,0.7497307623891704,0.7452270359685855,0.5497072304067365
7818,4,NA,NA,0.6338681483910138,0.6312422836494517,0.441093003761859
7819,4,NA,NA,0.7223356408855802,0.7023859368008871,0.4196415895183494
7820,4,NA,NA,0.3430405176468864,0.31945718708017584,0.3208589775453567
7821,4,NA,NA,0.5470906904674094,0.5192162199483518,0.4484780013537503
7822,4,NA,NA,0.4376920180583715,0.4143545623553716,0.30743839236962167
7823,4,NA,NA,0.5091076239417288,0.48907658562688144,0.3680393092917182
7824,4,NA,NA,0.403623173202306,0.38824423699828786,0.34372428608220873
7825,4,NA,NA,0.3769774176550648,0.35726149696082227,0.3456172744975518
7826,4,NA,NA,0.4042241433576119,0.3785171716372002,0.36180659231763024
7827,4,NA,NA,0.47037545065387254,0.4439496354181559,0.3611684645123946
7828,5,NA,NA,0.43955741223922773,0.38121124281282787,0.3045496377040475
7829,5,NA,NA,0.4315125059508608,0.3843634592145055,0.37344132067892943
7830,6,NA,NA,0.30546071502587013,0.2556855980117688,0.28531496645026505
7831,6,NA,NA,0.4212681963535746,0.3563954843314942,0.3631819783258662
7832,5,NA,NA,0.5760405354137241,0.575867625376637,0.44346071186959335
7833,4,NA,NA,0.459858846139035,0.47508700603371945,0.39096529333174096
7834,4,NA,NA,0.5954425877057433,0.5887231945823502,0.4591683736903252
7835,2,NA,NA,1.092551347765097,1.092551347765097,0.5107652811441891
