grid_id,n,pd,mpd,raoq,fd,fdr
14173,15,1144.059252,300.6056898285714,15.359099409565161,0.0466915065856281,0.6817964505201402
9784,4,827.656082,492.5853793333333,18.088649777570378,NA,NA
26567,26,2558.122175,321.14415994461535,21.80761105551508,41.483380932072386,1.5930678314119826
27910,20,1897.3391199999999,236.67510237894737,17.998355773031697,6.91419785314085,1.2734084440372875
31317,4,459.36659599999996,233.89314566666664,15.720896173388855,NA,NA
16497,40,2355.419367,300.63449773461537,15.4740663699292,16.98551276505797,1.4248194426860235
15264,8,1082.339686,437.49204560714287,16.375186614138407,NA,NA
40416,69,3725.9454250142,225.90887967730845,14.455000548817155,88.44981384945076,1.7512055115180503
24909,14,1766.410039,293.52632745054945,15.74135875017875,0.10700124683861087,0.7562643088774827
43895,149,7206.6692840252,240.21644935840104,17.933578496339393,1028.8980552983314,2.3798333337916744
17615,3,657.4424879999999,438.294992,16.56881549671672,NA,NA
18465,12,1435.345507,339.86947349999997,16.63165150528547,0.10312311656783842,0.7527824813818567
13962,4,892.7083789999999,514.2694783333334,18.140415618188985,NA,NA
34330,22,2288.5332359999998,268.9257013852814,19.68279623208381,10.115187227347098,1.3354318831868994
19311,9,865.661644,226.39568144444445,13.850542522651173,3.1026002781488676e-4,0.36430550038240966
53703,32,2642.073343,273.2292354314516,19.57853955079805,32.4079716348162,1.5446549527142097
23537,178,7611.328728705,341.2647195015734,22.78821864064421,3311.6138519401165,2.754260167403512
31310,10,1585.7264,390.1448899111111,18.76660852858121,0.06521097984238929,0.7108698430741524
47679,639,17330.7596435734,231.1885555877759,14.984003636771243,3807.604233562529,2.8027313743291895
47764,116,6291.6216490272,241.79317257708067,17.451465319766857,696.1816057852546,2.266419603843533
14978,29,2166.208482,296.07520305418717,16.623439585956508,11.473865283094316,1.3566371898017962
26566,28,2636.601728,337.60617652910054,21.49312238722194,46.03665478781539,1.613942172144179
18487,10,1202.5275299999998,430.965252,19.695067124947546,0.028296199956379133,0.6404216636869691
29188,9,978.628411,234.53577944444444,15.182335117953217,0.0018366811827764927,0.4549924834189142
33940,5,970.326771,394.9273422,13.409141997189547,NA,NA
22371,14,1808.210499,342.5039227252747,16.984299263741466,1.2820025541730156,1.031540090361509
31758,10,865.802288,215.5319273111111,15.393769649309057,0.004035842032822883,0.5020439870119233
26866,124,6271.7260840062,296.1272698052403,21.14511514127233,1178.5914426295687,2.42058540539194
33512,5,970.326771,394.9273422,13.409141982413802,NA,NA
49412,650,19179.5779825872,231.80115681579588,15.55201418761714,4577.539538797328,2.867999115312629
22151,239,8340.2096158,320.2673560502514,19.968901120887832,2204.513302897439,2.6176651462645237
43772,1177,24053.5803721192,232.98427314717483,12.625368749662966,3017.7029087786923,2.7224477925181128
51663,290,10428.80971556,236.2125963632583,18.266933963587114,2591.166086118258,2.6710800666453043
56951,53,2637.881976,205.27221982583453,20.106847455213796,102.44496397881375,1.783656935073823
53391,288,10619.1629320478,251.29422156358206,18.675826889642053,2694.657856439964,2.6841881440799624
30957,32,1977.682083,224.4463058044355,20.76958244737236,36.34236250230487,1.5669373927322525
24749,70,4567.218405007,352.6707837997859,18.22012608183562,163.77476887990895,1.8913890674128082
9595,6,239.31967199999997,81.21910286666667,3.863912161576241,NA,NA
12795,24,2136.559319,341.06363900362317,18.326829443284495,5.038361065026495,1.2240133678309963
13636,125,5040.288273,367.29015054735487,22.366391214045976,1108.593974663926,2.4021303158248952
22818,89,3768.6146320000003,299.7644013748723,16.219179022610337,231.94886894533028,1.9754863463653094
27444,14,1546.072001,285.53044664835164,21.132452941227502,0.9445077023062504,0.9928889742008998
39992,22,1756.5509480062,224.52510949839913,16.31673221308721,4.241179003955076,1.1979420930767786
53957,100,5045.655368009,283.1166831325032,25.129760818545034,1133.6347349768837,2.408846593785696
17783,114,4728.552183,364.0451983960565,20.832017709294995,476.9916848651367,2.1617917296683933
48556,635,18399.6272390722,232.0439994911202,16.394070677457968,5375.8927210526335,2.9262156197853333
11733,23,1219.605125,300.8986708458498,13.819246211626869,0.3447952874650462,0.8753770676733034
31634,408,15310.4081155872,265.53092982425335,19.897597186935837,6938.864187912234,3.021071809716223
31836,30,2755.9497540032,256.19596909676505,19.45292323208788,46.39155326219293,1.6154921952633516
29171,8,818.584059,233.30156328571428,19.318186842878212,NA,NA
49052,97,5179.6153930212,225.66647800129624,17.62339489645904,387.5835658782113,2.106423393235095
56975,49,3074.600611,298.32576099319726,26.699292523910515,333.84497798468516,2.067488516138122
48634,228,9218.4541760398,238.6048547407464,16.56882518411501,1667.9153640757754,2.527969041793645
58893,122,6919.096762006,268.22664934273485,19.74692822082889,1102.571916719332,2.400495332192423
20674,63,2987.704385,318.94977270353303,17.239809992270708,102.15914166993109,1.783034122225925
22126,61,3478.161503,317.7591078666667,20.969787157500953,279.2425821158902,2.021844289049801
56835,70,4501.0017150124,273.4038563808926,19.284735671472667,275.0147358827257,2.017992257404846
9602,3,14.842176,9.894784000000001,1.4683583138947696,NA,NA
19280,33,2724.19814,271.68435116666666,20.65763186735282,86.07203620715995,1.7452504539844884
5694,1,0,0,0,NA,NA
24933,24,1829.273848,270.67464776449276,18.117851424834175,10.323382940938686,1.3388371501823861
39584,18,1427.8051050029999,219.11296679771894,18.845173979351845,4.672622517673632,1.2125372440825264
18066,9,1171.639677,372.0228323333333,18.321708372886572,0.002150828507889425,0.464061696119328
22566,122,6016.7377010029995,309.83810077731516,18.46664115174034,843.700087620032,2.3215257853922098
48103,901,21871.4481695816,234.2261393860462,14.471369583056568,4407.079594876156,2.8544264812699423
19266,89,4870.7003190000005,297.32186862461697,17.434929061130784,436.7927057099121,2.138131550934072
58142,401,13070.7046685678,245.03509051320597,16.654741644248315,3485.870094170313,2.771972387466932
8911,2,650.100056,650.100056,9.073415479307068,NA,NA
