grid_id,n,pd,mpd,raoq,fd,fdr
26002,46,3239.845689003,308.8558545508551,19.742640314009908,80.0682721032812,1.729547751476312
8023,3,655.326333,436.884222,20.56504188178796,NA,NA
24267,33,1807.886066,407.1912712462121,24.19817718437768,19.15835752216061,1.446421218718679
27571,184,8727.0720654092,299.37480911380874,14.574205194168734,542.3745906607298,2.1967843042356816
12489,1,0,0,0,NA,NA
8552,2,231.57112999999998,231.57112999999998,5.7606929111634475,NA,NA
18468,3,657.4424879999999,438.294992,18.632572037467323,NA,NA
21049,13,1215.114059,314.7022131025641,20.389302017601434,0.1217276387089019,0.7685526948259863
40404,434,12612.8728205586,230.09790565001836,13.513658456381966,1273.7050770166597,2.444182385768653
29205,1,0,0,0,NA,NA
13276,5,771.1793369999999,331.61536,14.406798971301,NA,NA
57832,23,1194.4830729999999,186.70372327272727,20.440174580875013,6.65137021191175,1.2672546402636784
23622,4,401.292699,213.60416666666669,15.161429110814607,NA,NA
48105,561,15305.3917515364,233.33636813369864,13.491072507195595,1708.1303769987433,2.5355088281665665
58275,28,1566.731402,214.1187728042328,21.679482411550016,44.9989379966728,1.609349179889143
52949,104,4396.675521018,221.91464997178005,17.402446238300907,388.47170470290587,2.1070261418195084
41287,81,3852.7713380032,206.28323272600494,12.246272122714602,71.4455414066554,1.7050883671029327
10924,1,0,0,0,NA,NA
38277,68,4058.3630580104,250.4351811688748,16.885384612690697,129.24768634501427,1.8362332499328646
48979,410,13241.229267049,227.4324987810727,13.96003450975128,1616.7845162097926,2.518149543504437
23853,8,1143.0125779999998,441.82582360714287,21.35338170949913,NA,NA
29170,3,773.834291,515.8895273333334,15.553883725513284,NA,NA
42587,219,8311.2933410296,226.21930308342561,14.451718230142074,772.4306811809148,2.296055806102735
13927,3,236.79740699999996,157.864938,3.667783613177627,NA,NA
13062,4,241.83131999999998,120.94772066666665,4.29088205413862,NA,NA
37843,30,2230.530555,245.17229448275862,18.807631097179236,17.382622124354203,1.4289413741718626
43456,180,8082.3229180256,241.39778408476613,16.176183717517297,671.4767291439745,2.2562066283920665
6816,4,766.042934,402.29284233333334,14.226096730785768,NA,NA
40881,4,456.00076999999993,232.05700466666664,13.108105924796718,NA,NA
40311,659,17155.3824240592,234.6410407735491,13.615552421019059,2395.520625764412,2.6449958156188185
8893,2,10.452554,10.452554,1.8299764891655959,NA,NA
10680,2,650.100056,650.100056,16.40820521308971,NA,NA
58893,46,2967.907738003,221.1532818020628,16.682431523915806,41.94805732386725,1.5952875710498855
46045,232,9283.4144835244,230.22864123315557,14.686483813955727,1019.386763399339,2.3770722042839845
47690,350,11205.2134625762,227.11404939768585,15.163644941625611,1393.9952874989888,2.471910049879772
16064,14,330.25237200000004,70.68472786813187,3.266523194148151,7.155142597701638e-5,0.3032684884614172
51785,90,3757.6815770059998,214.30448643708712,20.691351710472894,390.6316298573671,2.1084869903699675
29234,3,367.342705,244.89513666666667,9.127368259124028,NA,NA
38662,173,6688.38554401,226.31306734438232,14.08177067444623,487.5412611482458,2.1677112027456777
5521,2,0.31462599999999996,0.31462599999999996,2.4710684139009444,NA,NA
25840,63,3810.8356,287.38743495340503,15.185897990191165,92.52292852629385,1.7610884602563524
34330,8,553.18304,201.13727082142856,13.732780016692306,NA,NA
52005,800,20067.2151475726,233.16860280712953,14.080712596991857,2915.1733795763257,2.7107099423465724
31803,2,51.021435,51.021435,5.225939945689233,NA,NA
7799,4,14.96716,7.488968166666668,2.136151326224256,NA,NA
21533,20,2026.514909,365.11566492105266,18.190066212804343,4.103419493410915,1.1930076805532712
28171,41,2854.177450003,298.38252735136587,20.22640377047717,74.34732837770142,1.71359493921532
16511,11,433.107101,117.38901614545455,6.75816131457107,6.372911130186277e-5,0.29891123078311077
15498,5,804.8081839999999,444.1587722,13.51005169281526,NA,NA
16992,7,896.132764,290.8862238095238,12.57598456018214,NA,NA
51104,6,527.3128620031999,199.11704633440002,8.044049359200855,NA,NA
31811,1,0,0,0,NA,NA
6126,2,14.684863,14.684863,1.1607520428719251,NA,NA
21497,6,509.306789,213.10444239999998,13.726815815119178,NA,NA
24551,34,2726.223179,290.81158378074866,13.789451751967968,12.821307075833957,1.3755980063582687
14468,21,1717.333821,418.0117878285714,20.030502781661227,5.891156936067356,1.248173833947636
10205,1,0,0,0,NA,NA
59758,26,1948.347012,219.8464216153846,17.52092486935049,15.421294149508714,1.4077161809861576
37429,9,750.394561,215.49505622222222,10.7165182881332,4.812581710631475e-5,0.2886006231772135
35674,2,237.15720699999997,237.15720699999997,5.934918056408688,NA,NA
34325,6,624.154253,226.73335013333335,17.933723094122204,NA,NA
8505,2,231.57112999999998,231.57112999999998,5.760692912208824,NA,NA
60630,39,2511.306525006,227.54295044565183,12.351083321650462,17.700969267480758,1.4321866824332476
10435,9,250.09036799999998,57.60401911111111,3.3514212289064202,1.6182528201675744e-8,0.10620153564466019
8302,2,14.684863,14.684863,1.1607520507731466,NA,NA
16515,10,973.9514369999999,258.8715478,12.086883830107059,7.064383008443913e-4,0.4037702155209384
48959,747,18358.8154145602,235.8919371216839,13.515811324224998,2542.5248939852154,2.6647603133760804
51210,51,2606.13609401,220.17644445843138,16.310288703560925,50.03896681116353,1.63084821173155
20231,4,877.906207,439.5806,14.692989241277893,NA,NA
11270,10,896.483673,211.24679026666666,8.621537669146107,4.82239051194641e-5,0.2886740844014078
52863,577,16411.357095054602,234.34800366887185,14.230153856242772,2282.3346349561384,2.629041339632752
34331,8,553.18304,201.13727082142856,13.732780034097011,NA,NA
35197,23,1621.951241,222.1693859604743,18.37184956389566,8.905150235159294,1.3143322256230685
23160,9,970.454121,363.59639938888887,15.337628462449272,0.0014137390908874011,0.44034813197567463
40759,1100,22596.4057490626,232.70921461241096,13.655642335898825,4366.768041937802,2.851149665932506
21075,2,247.468473,247.468473,8.943427951951703,NA,NA
16190,5,929.766399,471.35785359999994,18.913492830171013,NA,NA
19702,10,1282.981221,416.46106526666665,19.189876800343473,0.006468885804288195,0.5325417800148247
54380,44,2125.734559,212.5091016564482,23.73995204662228,111.9137762108258,1.803476317642276
39152,14,934.953776006,210.88452145140658,18.0956025757551,0.4901680645191478,0.914730429452405
18941,6,1027.851794,443.40115426666665,17.82779558780259,NA,NA
25372,2,14.684862,14.684862,0.012497048778014382,NA,NA
