grid_id,Latitude,Longitude
121,82.9166666663341,-79.5833333333333
122,82.9166666663341,-78.75
125,82.9166666663341,-76.25
126,82.9166666663341,-75.4166666666667
127,82.9166666663341,-74.5833333333333
129,82.9166666663341,-72.9166666666667
130,82.9166666663341,-72.0833333333333
132,82.9166666663341,-70.4166666666667
133,82.9166666663341,-69.5833333333333
134,82.9166666663341,-68.75
135,82.9166666663341,-67.9166666666667
136,82.9166666663341,-67.0833333333333
161,82.9166666663341,-46.25
162,82.9166666663341,-45.4166666666667
163,82.9166666663341,-44.5833333333333
164,82.9166666663341,-43.75
165,82.9166666663341,-42.9166666666667
166,82.9166666663341,-42.0833333333333
167,82.9166666663341,-41.25
168,82.9166666663341,-40.4166666666667
169,82.9166666663341,-39.5833333333333
170,82.9166666663341,-38.75
171,82.9166666663341,-37.9166666666667
172,82.9166666663341,-37.0833333333333
177,82.9166666663341,-32.9166666666667
184,82.9166666663341,-27.0833333333333
548,82.0833333330024,-83.75
552,82.0833333330024,-80.4166666666667
553,82.0833333330024,-79.5833333333333
554,82.0833333330024,-78.75
555,82.0833333330024,-77.9166666666667
556,82.0833333330024,-77.0833333333333
557,82.0833333330024,-76.25
558,82.0833333330024,-75.4166666666667
559,82.0833333330024,-74.5833333333333
560,82.0833333330024,-73.75
561,82.0833333330024,-72.9166666666667
562,82.0833333330024,-72.0833333333333
563,82.0833333330024,-71.25
564,82.0833333330024,-70.4166666666667
565,82.0833333330024,-69.5833333333333
566,82.0833333330024,-68.75
567,82.0833333330024,-67.9166666666667
568,82.0833333330024,-67.0833333333333
569,82.0833333330024,-66.25
570,82.0833333330024,-65.4166666666667
571,82.0833333330024,-64.5833333333333
572,82.0833333330024,-63.75
573,82.0833333330024,-62.9166666666667
574,82.0833333330024,-62.0833333333333
579,82.0833333330024,-57.9166666666667
580,82.0833333330024,-57.0833333333333
581,82.0833333330024,-56.25
582,82.0833333330024,-55.4166666666667
583,82.0833333330024,-54.5833333333333
584,82.0833333330024,-53.75
585,82.0833333330024,-52.9166666666667
589,82.0833333330024,-49.5833333333333
590,82.0833333330024,-48.75
591,82.0833333330024,-47.9166666666667
596,82.0833333330024,-43.75
597,82.0833333330024,-42.9166666666667
598,82.0833333330024,-42.0833333333333
599,82.0833333330024,-41.25
600,82.0833333330024,-40.4166666666667
601,82.0833333330024,-39.5833333333333
602,82.0833333330024,-38.75
603,82.0833333330024,-37.9166666666667
604,82.0833333330024,-37.0833333333333
605,82.0833333330024,-36.25
606,82.0833333330024,-35.4166666666667
607,82.0833333330024,-34.5833333333333
608,82.0833333330024,-33.75
609,82.0833333330024,-32.9166666666667
610,82.0833333330024,-32.0833333333333
979,81.2499999996707,-84.5833333333333
980,81.2499999996707,-83.75
981,81.2499999996707,-82.9166666666667
982,81.2499999996707,-82.0833333333333
983,81.2499999996707,-81.25
984,81.2499999996707,-80.4166666666667
985,81.2499999996707,-79.5833333333333
986,81.2499999996707,-78.75
988,81.2499999996707,-77.0833333333333
989,81.2499999996707,-76.25
990,81.2499999996707,-75.4166666666667
991,81.2499999996707,-74.5833333333333
992,81.2499999996707,-73.75
993,81.2499999996707,-72.9166666666667
994,81.2499999996707,-72.0833333333333
995,81.2499999996707,-71.25
996,81.2499999996707,-70.4166666666667
997,81.2499999996707,-69.5833333333333
999,81.2499999996707,-67.9166666666667
1000,81.2499999996707,-67.0833333333333
1001,81.2499999996707,-66.25
1008,81.2499999996707,-60.4166666666667
1009,81.2499999996707,-59.5833333333333
1010,81.2499999996707,-58.75
1011,81.2499999996707,-57.9166666666667
1012,81.2499999996707,-57.0833333333333
1013,81.2499999996707,-56.25
1014,81.2499999996707,-55.4166666666667
1015,81.2499999996707,-54.5833333333333
1016,81.2499999996707,-53.75
1017,81.2499999996707,-52.9166666666667
1018,81.2499999996707,-52.0833333333333
1019,81.2499999996707,-51.25
1020,81.2499999996707,-50.4166666666667
1021,81.2499999996707,-49.5833333333333
1022,81.2499999996707,-48.75
1023,81.2499999996707,-47.9166666666667
1024,81.2499999996707,-47.0833333333333
1025,81.2499999996707,-46.25
1026,81.2499999996707,-45.4166666666667
1027,81.2499999996707,-44.5833333333333
1028,81.2499999996707,-43.75
1029,81.2499999996707,-42.9166666666667
1030,81.2499999996707,-42.0833333333333
1031,81.2499999996707,-41.25
1032,81.2499999996707,-40.4166666666667
1033,81.2499999996707,-39.5833333333333
1034,81.2499999996707,-38.75
1035,81.2499999996707,-37.9166666666667
1036,81.2499999996707,-37.0833333333333
1037,81.2499999996707,-36.25
1038,81.2499999996707,-35.4166666666667
1039,81.2499999996707,-34.5833333333333
1040,81.2499999996707,-33.75
1041,81.2499999996707,-32.9166666666667
1042,81.2499999996707,-32.0833333333333
1043,81.2499999996707,-31.25
1044,81.2499999996707,-30.4166666666667
1045,81.2499999996707,-29.5833333333333
1416,80.4166666663389,-80.4166666666667
1417,80.4166666663389,-79.5833333333333
1418,80.4166666663389,-78.75
1419,80.4166666663389,-77.9166666666667
1420,80.4166666663389,-77.0833333333333
1421,80.4166666663389,-76.25
1422,80.4166666663389,-75.4166666666667
1423,80.4166666663389,-74.5833333333333
1424,80.4166666663389,-73.75
1425,80.4166666663389,-72.9166666666667
1426,80.4166666663389,-72.0833333333333
1427,80.4166666663389,-71.25
1428,80.4166666663389,-70.4166666666667
1429,80.4166666663389,-69.5833333333333
1433,80.4166666663389,-66.25
1434,80.4166666663389,-65.4166666666667
1435,80.4166666663389,-64.5833333333333
1436,80.4166666663389,-63.75
1437,80.4166666663389,-62.9166666666667
