"","x","y","Grid"
"1846",-82.0833333333333,79.5833333330072,1846
"1848",-80.4166666666667,79.5833333330072,1848
"1849",-79.5833333333333,79.5833333330072,1849
"1850",-78.75,79.5833333330072,1850
"1851",-77.9166666666667,79.5833333330072,1851
"1852",-77.0833333333333,79.5833333330072,1852
"1853",-76.25,79.5833333330072,1853
"1854",-75.4166666666667,79.5833333330072,1854
"1855",-74.5833333333333,79.5833333330072,1855
"1856",-73.75,79.5833333330072,1856
"1867",-64.5833333333333,79.5833333330072,1867
"1868",-63.75,79.5833333330072,1868
"1869",-62.9166666666667,79.5833333330072,1869
"1870",-62.0833333333333,79.5833333330072,1870
"1871",-61.25,79.5833333330072,1871
"1872",-60.4166666666667,79.5833333330072,1872
"1873",-59.5833333333333,79.5833333330072,1873
"1874",-58.75,79.5833333330072,1874
"1875",-57.9166666666667,79.5833333330072,1875
"1876",-57.0833333333333,79.5833333330072,1876
"1877",-56.25,79.5833333330072,1877
"1878",-55.4166666666667,79.5833333330072,1878
"1879",-54.5833333333333,79.5833333330072,1879
"1880",-53.75,79.5833333330072,1880
"1881",-52.9166666666667,79.5833333330072,1881
"1882",-52.0833333333333,79.5833333330072,1882
"1883",-51.25,79.5833333330072,1883
"1884",-50.4166666666667,79.5833333330072,1884
"1885",-49.5833333333333,79.5833333330072,1885
"1886",-48.75,79.5833333330072,1886
"1887",-47.9166666666667,79.5833333330072,1887
"1888",-47.0833333333333,79.5833333330072,1888
"1889",-46.25,79.5833333330072,1889
"1890",-45.4166666666667,79.5833333330072,1890
"1891",-44.5833333333333,79.5833333330072,1891
"1892",-43.75,79.5833333330072,1892
"1893",-42.9166666666667,79.5833333330072,1893
"1894",-42.0833333333333,79.5833333330072,1894
"1895",-41.25,79.5833333330072,1895
"1896",-40.4166666666667,79.5833333330072,1896
"1897",-39.5833333333333,79.5833333330072,1897
"1898",-38.75,79.5833333330072,1898
"1899",-37.9166666666667,79.5833333330072,1899
"1900",-37.0833333333333,79.5833333330072,1900
"1901",-36.25,79.5833333330072,1901
"1902",-35.4166666666667,79.5833333330072,1902
"1903",-34.5833333333333,79.5833333330072,1903
"1904",-33.75,79.5833333330072,1904
"1905",-32.9166666666667,79.5833333330072,1905
"1906",-32.0833333333333,79.5833333330072,1906
"1907",-31.25,79.5833333330072,1907
"1908",-30.4166666666667,79.5833333330072,1908
"1909",-29.5833333333333,79.5833333330072,1909
"1910",-28.75,79.5833333330072,1910
"1911",-27.9166666666667,79.5833333330072,1911
"1912",-27.0833333333333,79.5833333330072,1912
"1913",-26.25,79.5833333330072,1913
"1973",23.75,79.5833333330072,1973
"2269",-89.5833333333333,78.7499999996755,2269
"2270",-88.75,78.7499999996755,2270
"2273",-86.25,78.7499999996755,2273
"2274",-85.4166666666667,78.7499999996755,2274
"2275",-84.5833333333333,78.7499999996755,2275
"2278",-82.0833333333333,78.7499999996755,2278
"2279",-81.25,78.7499999996755,2279
"2280",-80.4166666666667,78.7499999996755,2280
"2281",-79.5833333333333,78.7499999996755,2281
"2282",-78.75,78.7499999996755,2282
"2283",-77.9166666666667,78.7499999996755,2283
"2284",-77.0833333333333,78.7499999996755,2284
"2285",-76.25,78.7499999996755,2285
"2286",-75.4166666666667,78.7499999996755,2286
"2293",-69.5833333333333,78.7499999996755,2293
"2294",-68.75,78.7499999996755,2294
"2295",-67.9166666666667,78.7499999996755,2295
"2296",-67.0833333333333,78.7499999996755,2296
"2297",-66.25,78.7499999996755,2297
"2298",-65.4166666666667,78.7499999996755,2298
"2299",-64.5833333333333,78.7499999996755,2299
"2300",-63.75,78.7499999996755,2300
"2301",-62.9166666666667,78.7499999996755,2301
"2302",-62.0833333333333,78.7499999996755,2302
"2303",-61.25,78.7499999996755,2303
"2304",-60.4166666666667,78.7499999996755,2304
"2305",-59.5833333333333,78.7499999996755,2305
"2306",-58.75,78.7499999996755,2306
"2307",-57.9166666666667,78.7499999996755,2307
"2308",-57.0833333333333,78.7499999996755,2308
"2309",-56.25,78.7499999996755,2309
"2310",-55.4166666666667,78.7499999996755,2310
"2311",-54.5833333333333,78.7499999996755,2311
"2312",-53.75,78.7499999996755,2312
"2313",-52.9166666666667,78.7499999996755,2313
"2314",-52.0833333333333,78.7499999996755,2314
"2315",-51.25,78.7499999996755,2315
"2316",-50.4166666666667,78.7499999996755,2316
"2317",-49.5833333333333,78.7499999996755,2317
"2318",-48.75,78.7499999996755,2318
"2319",-47.9166666666667,78.7499999996755,2319
"2320",-47.0833333333333,78.7499999996755,2320
"2321",-46.25,78.7499999996755,2321
"2322",-45.4166666666667,78.7499999996755,2322
"2323",-44.5833333333333,78.7499999996755,2323
"2324",-43.75,78.7499999996755,2324
"2325",-42.9166666666667,78.7499999996755,2325
"2326",-42.0833333333333,78.7499999996755,2326
"2327",-41.25,78.7499999996755,2327
"2328",-40.4166666666667,78.7499999996755,2328
"2329",-39.5833333333333,78.7499999996755,2329
"2330",-38.75,78.7499999996755,2330
"2331",-37.9166666666667,78.7499999996755,2331
"2332",-37.0833333333333,78.7499999996755,2332
"2333",-36.25,78.7499999996755,2333
"2334",-35.4166666666667,78.7499999996755,2334
"2335",-34.5833333333333,78.7499999996755,2335
"2336",-33.75,78.7499999996755,2336
"2337",-32.9166666666667,78.7499999996755,2337
"2338",-32.0833333333333,78.7499999996755,2338
"2339",-31.25,78.7499999996755,2339
"2340",-30.4166666666667,78.7499999996755,2340
"2341",-29.5833333333333,78.7499999996755,2341
"2342",-28.75,78.7499999996755,2342
"2343",-27.9166666666667,78.7499999996755,2343
"2344",-27.0833333333333,78.7499999996755,2344
"2345",-26.25,78.7499999996755,2345
"2346",-25.4166666666667,78.7499999996755,2346
"2391",12.0833333333333,78.7499999996755,2391
"2392",12.9166666666667,78.7499999996755,2392
"2393",13.75,78.7499999996755,2393
"2394",14.5833333333333,78.7499999996755,2394
"2396",16.25,78.7499999996755,2396
"2397",17.0833333333333,78.7499999996755,2397
"2398",17.9166666666667,78.7499999996755,2398
"2399",18.75,78.7499999996755,2399
"2400",19.5833333333333,78.7499999996755,2400
"2401",20.4166666666667,78.7499999996755,2401
"2402",21.25,78.7499999996755,2402
"2707",-84.5833333333333,77.9166666663437,2707
"2708",-83.75,77.9166666663437,2708
"2710",-82.0833333333333,77.9166666663437,2710
"2711",-81.25,77.9166666663437,2711
"2712",-80.4166666666667,77.9166666663437,2712
"2713",-79.5833333333333,77.9166666663437,2713
"2714",-78.75,77.9166666663437,2714
"2723",-71.25,77.9166666663437,2723
"2724",-70.4166666666667,77.9166666663437,2724
"2725",-69.5833333333333,77.9166666663437,2725
"2726",-68.75,77.9166666663437,2726
"2727",-67.9166666666667,77.9166666663437,2727
"2728",-67.0833333333333,77.9166666663437,2728
"2729",-66.25,77.9166666663437,2729
"2730",-65.4166666666667,77.9166666663437,2730
"2731",-64.5833333333333,77.9166666663437,2731
"2732",-63.75,77.9166666663437,2732
"2733",-62.9166666666667,77.9166666663437,2733
"2734",-62.0833333333333,77.9166666663437,2734
"2735",-61.25,77.9166666663437,2735
"2736",-60.4166666666667,77.9166666663437,2736
"2737",-59.5833333333333,77.9166666663437,2737
"2738",-58.75,77.9166666663437,2738
"2739",-57.9166666666667,77.9166666663437,2739
"2740",-57.0833333333333,77.9166666663437,2740
"2741",-56.25,77.9166666663437,2741
"2742",-55.4166666666667,77.9166666663437,2742
"2743",-54.5833333333333,77.9166666663437,2743
"2744",-53.75,77.9166666663437,2744
"2745",-52.9166666666667,77.9166666663437,2745
"2746",-52.0833333333333,77.9166666663437,2746
"2747",-51.25,77.9166666663437,2747
"2748",-50.4166666666667,77.9166666663437,2748
"2749",-49.5833333333333,77.9166666663437,2749
"2750",-48.75,77.9166666663437,2750
"2751",-47.9166666666667,77.9166666663437,2751
"2752",-47.0833333333333,77.9166666663437,2752
"2753",-46.25,77.9166666663437,2753
"2754",-45.4166666666667,77.9166666663437,2754
"2755",-44.5833333333333,77.9166666663437,2755
"2756",-43.75,77.9166666663437,2756
"2757",-42.9166666666667,77.9166666663437,2757
"2758",-42.0833333333333,77.9166666663437,2758
"2759",-41.25,77.9166666663437,2759
"2760",-40.4166666666667,77.9166666663437,2760
"2761",-39.5833333333333,77.9166666663437,2761
"2762",-38.75,77.9166666663437,2762
"2763",-37.9166666666667,77.9166666663437,2763
"2764",-37.0833333333333,77.9166666663437,2764
"2765",-36.25,77.9166666663437,2765
"2766",-35.4166666666667,77.9166666663437,2766
"2767",-34.5833333333333,77.9166666663437,2767
"2768",-33.75,77.9166666663437,2768
"2769",-32.9166666666667,77.9166666663437,2769
"2770",-32.0833333333333,77.9166666663437,2770
"2771",-31.25,77.9166666663437,2771
"2772",-30.4166666666667,77.9166666663437,2772
"2773",-29.5833333333333,77.9166666663437,2773
"2774",-28.75,77.9166666663437,2774
"2775",-27.9166666666667,77.9166666663437,2775
"2776",-27.0833333333333,77.9166666663437,2776
"2777",-26.25,77.9166666663437,2777
"2778",-25.4166666666667,77.9166666663437,2778
"2779",-24.5833333333333,77.9166666663437,2779
"2780",-23.75,77.9166666663437,2780
"2825",13.75,77.9166666663437,2825
"2826",14.5833333333333,77.9166666663437,2826
"2827",15.4166666666667,77.9166666663437,2827
"2828",16.25,77.9166666663437,2828
"2829",17.0833333333333,77.9166666663437,2829
"2830",17.9166666666667,77.9166666663437,2830
"2835",22.0833333333333,77.9166666663437,2835
"2836",22.9166666666667,77.9166666663437,2836
"3135",-87.9166666666667,77.083333333012,3135
"3136",-87.0833333333333,77.083333333012,3136
"3137",-86.25,77.083333333012,3137
"3138",-85.4166666666667,77.083333333012,3138
"3139",-84.5833333333333,77.083333333012,3139
"3140",-83.75,77.083333333012,3140
"3141",-82.9166666666667,77.083333333012,3141
"3142",-82.0833333333333,77.083333333012,3142
"3143",-81.25,77.083333333012,3143
"3144",-80.4166666666667,77.083333333012,3144
"3145",-79.5833333333333,77.083333333012,3145
"3156",-70.4166666666667,77.083333333012,3156
"3157",-69.5833333333333,77.083333333012,3157
"3158",-68.75,77.083333333012,3158
"3159",-67.9166666666667,77.083333333012,3159
"3160",-67.0833333333333,77.083333333012,3160
"3161",-66.25,77.083333333012,3161
"3162",-65.4166666666667,77.083333333012,3162
"3163",-64.5833333333333,77.083333333012,3163
"3164",-63.75,77.083333333012,3164
"3165",-62.9166666666667,77.083333333012,3165
"3166",-62.0833333333333,77.083333333012,3166
"3167",-61.25,77.083333333012,3167
"3168",-60.4166666666667,77.083333333012,3168
"3169",-59.5833333333333,77.083333333012,3169
"3170",-58.75,77.083333333012,3170
"3171",-57.9166666666667,77.083333333012,3171
"3172",-57.0833333333333,77.083333333012,3172
"3173",-56.25,77.083333333012,3173
"3174",-55.4166666666667,77.083333333012,3174
"3175",-54.5833333333333,77.083333333012,3175
"3176",-53.75,77.083333333012,3176
"3177",-52.9166666666667,77.083333333012,3177
"3178",-52.0833333333333,77.083333333012,3178
"3179",-51.25,77.083333333012,3179
"3180",-50.4166666666667,77.083333333012,3180
"3181",-49.5833333333333,77.083333333012,3181
"3182",-48.75,77.083333333012,3182
"3183",-47.9166666666667,77.083333333012,3183
"3184",-47.0833333333333,77.083333333012,3184
"3185",-46.25,77.083333333012,3185
"3186",-45.4166666666667,77.083333333012,3186
"3187",-44.5833333333333,77.083333333012,3187
"3188",-43.75,77.083333333012,3188
"3189",-42.9166666666667,77.083333333012,3189
"3190",-42.0833333333333,77.083333333012,3190
"3191",-41.25,77.083333333012,3191
"3192",-40.4166666666667,77.083333333012,3192
"3193",-39.5833333333333,77.083333333012,3193
"3194",-38.75,77.083333333012,3194
"3195",-37.9166666666667,77.083333333012,3195
"3196",-37.0833333333333,77.083333333012,3196
"3197",-36.25,77.083333333012,3197
"3198",-35.4166666666667,77.083333333012,3198
"3199",-34.5833333333333,77.083333333012,3199
"3200",-33.75,77.083333333012,3200
"3201",-32.9166666666667,77.083333333012,3201
"3202",-32.0833333333333,77.083333333012,3202
"3203",-31.25,77.083333333012,3203
"3204",-30.4166666666667,77.083333333012,3204
"3205",-29.5833333333333,77.083333333012,3205
"3206",-28.75,77.083333333012,3206
"3207",-27.9166666666667,77.083333333012,3207
"3208",-27.0833333333333,77.083333333012,3208
"3209",-26.25,77.083333333012,3209
"3210",-25.4166666666667,77.083333333012,3210
"3211",-24.5833333333333,77.083333333012,3211
"3212",-23.75,77.083333333012,3212
"3213",-22.9166666666667,77.083333333012,3213
"3214",-22.0833333333333,77.083333333012,3214
"3259",15.4166666666667,77.083333333012,3259
"3260",16.25,77.083333333012,3260
"3261",17.0833333333333,77.083333333012,3261
"3554",-98.75,76.2499999996803,3554
"3561",-92.9166666666667,76.2499999996803,3561
"3562",-92.0833333333333,76.2499999996803,3562
"3563",-91.25,76.2499999996803,3563
"3564",-90.4166666666667,76.2499999996803,3564
"3565",-89.5833333333333,76.2499999996803,3565
"3576",-80.4166666666667,76.2499999996803,3576
"3590",-68.75,76.2499999996803,3590
"3591",-67.9166666666667,76.2499999996803,3591
"3592",-67.0833333333333,76.2499999996803,3592
"3593",-66.25,76.2499999996803,3593
"3594",-65.4166666666667,76.2499999996803,3594
"3595",-64.5833333333333,76.2499999996803,3595
"3596",-63.75,76.2499999996803,3596
"3599",-61.25,76.2499999996803,3599
"3600",-60.4166666666667,76.2499999996803,3600
"3601",-59.5833333333333,76.2499999996803,3601
"3602",-58.75,76.2499999996803,3602
"3603",-57.9166666666667,76.2499999996803,3603
"3604",-57.0833333333333,76.2499999996803,3604
"3605",-56.25,76.2499999996803,3605
"3606",-55.4166666666667,76.2499999996803,3606
"3607",-54.5833333333333,76.2499999996803,3607
"3608",-53.75,76.2499999996803,3608
"3609",-52.9166666666667,76.2499999996803,3609
"3610",-52.0833333333333,76.2499999996803,3610
"3611",-51.25,76.2499999996803,3611
"3612",-50.4166666666667,76.2499999996803,3612
"3613",-49.5833333333333,76.2499999996803,3613
"3614",-48.75,76.2499999996803,3614
"3615",-47.9166666666667,76.2499999996803,3615
"3616",-47.0833333333333,76.2499999996803,3616
"3617",-46.25,76.2499999996803,3617
"3618",-45.4166666666667,76.2499999996803,3618
"3619",-44.5833333333333,76.2499999996803,3619
"3620",-43.75,76.2499999996803,3620
"3621",-42.9166666666667,76.2499999996803,3621
"3622",-42.0833333333333,76.2499999996803,3622
"3623",-41.25,76.2499999996803,3623
"3624",-40.4166666666667,76.2499999996803,3624
"3625",-39.5833333333333,76.2499999996803,3625
"3626",-38.75,76.2499999996803,3626
"3627",-37.9166666666667,76.2499999996803,3627
"3628",-37.0833333333333,76.2499999996803,3628
"3629",-36.25,76.2499999996803,3629
"3630",-35.4166666666667,76.2499999996803,3630
"3631",-34.5833333333333,76.2499999996803,3631
"3632",-33.75,76.2499999996803,3632
"3633",-32.9166666666667,76.2499999996803,3633
"3634",-32.0833333333333,76.2499999996803,3634
"3635",-31.25,76.2499999996803,3635
"3636",-30.4166666666667,76.2499999996803,3636
"3637",-29.5833333333333,76.2499999996803,3637
"3638",-28.75,76.2499999996803,3638
"3639",-27.9166666666667,76.2499999996803,3639
"3640",-27.0833333333333,76.2499999996803,3640
"3641",-26.25,76.2499999996803,3641
"3642",-25.4166666666667,76.2499999996803,3642
"3643",-24.5833333333333,76.2499999996803,3643
"3644",-23.75,76.2499999996803,3644
"3645",-22.9166666666667,76.2499999996803,3645
"3646",-22.0833333333333,76.2499999996803,3646
"3991",-94.5833333333333,75.4166666663486,3991
"3994",-92.0833333333333,75.4166666663486,3994
"3995",-91.25,75.4166666663486,3995
"3996",-90.4166666666667,75.4166666663486,3996
"3997",-89.5833333333333,75.4166666663486,3997
"3998",-88.75,75.4166666663486,3998
"3999",-87.9166666666667,75.4166666663486,3999
"4000",-87.0833333333333,75.4166666663486,4000
"4002",-85.4166666666667,75.4166666663486,4002
"4003",-84.5833333333333,75.4166666663486,4003
"4004",-83.75,75.4166666663486,4004
"4005",-82.9166666666667,75.4166666663486,4005
"4006",-82.0833333333333,75.4166666663486,4006
"4007",-81.25,75.4166666663486,4007
"4008",-80.4166666666667,75.4166666663486,4008
"4035",-57.9166666666667,75.4166666663486,4035
"4036",-57.0833333333333,75.4166666663486,4036
"4037",-56.25,75.4166666663486,4037
"4038",-55.4166666666667,75.4166666663486,4038
"4039",-54.5833333333333,75.4166666663486,4039
"4040",-53.75,75.4166666663486,4040
"4041",-52.9166666666667,75.4166666663486,4041
"4042",-52.0833333333333,75.4166666663486,4042
"4043",-51.25,75.4166666663486,4043
"4044",-50.4166666666667,75.4166666663486,4044
"4045",-49.5833333333333,75.4166666663486,4045
"4046",-48.75,75.4166666663486,4046
"4047",-47.9166666666667,75.4166666663486,4047
"4048",-47.0833333333333,75.4166666663486,4048
"4049",-46.25,75.4166666663486,4049
"4050",-45.4166666666667,75.4166666663486,4050
"4051",-44.5833333333333,75.4166666663486,4051
"4052",-43.75,75.4166666663486,4052
"4053",-42.9166666666667,75.4166666663486,4053
"4054",-42.0833333333333,75.4166666663486,4054
"4055",-41.25,75.4166666663486,4055
"4056",-40.4166666666667,75.4166666663486,4056
"4057",-39.5833333333333,75.4166666663486,4057
"4058",-38.75,75.4166666663486,4058
"4059",-37.9166666666667,75.4166666663486,4059
"4060",-37.0833333333333,75.4166666663486,4060
"4061",-36.25,75.4166666663486,4061
"4062",-35.4166666666667,75.4166666663486,4062
"4063",-34.5833333333333,75.4166666663486,4063
"4064",-33.75,75.4166666663486,4064
"4065",-32.9166666666667,75.4166666663486,4065
"4066",-32.0833333333333,75.4166666663486,4066
"4067",-31.25,75.4166666663486,4067
"4068",-30.4166666666667,75.4166666663486,4068
"4069",-29.5833333333333,75.4166666663486,4069
"4070",-28.75,75.4166666663486,4070
"4071",-27.9166666666667,75.4166666663486,4071
"4072",-27.0833333333333,75.4166666663486,4072
"4073",-26.25,75.4166666663486,4073
"4074",-25.4166666666667,75.4166666663486,4074
"4075",-24.5833333333333,75.4166666663486,4075
"4076",-23.75,75.4166666663486,4076
"4077",-22.9166666666667,75.4166666663486,4077
"4078",-22.0833333333333,75.4166666663486,4078
"4080",-20.4166666666667,75.4166666663486,4080
"4429",-89.5833333333333,74.5833333330168,4429
"4431",-87.9166666666667,74.5833333330168,4431
"4432",-87.0833333333333,74.5833333330168,4432
"4433",-86.25,74.5833333330168,4433
"4435",-84.5833333333333,74.5833333330168,4435
"4436",-83.75,74.5833333330168,4436
"4437",-82.9166666666667,74.5833333330168,4437
"4438",-82.0833333333333,74.5833333330168,4438
"4439",-81.25,74.5833333330168,4439
"4440",-80.4166666666667,74.5833333330168,4440
"4469",-56.25,74.5833333330168,4469
"4470",-55.4166666666667,74.5833333330168,4470
"4471",-54.5833333333333,74.5833333330168,4471
"4472",-53.75,74.5833333330168,4472
"4473",-52.9166666666667,74.5833333330168,4473
"4474",-52.0833333333333,74.5833333330168,4474
"4475",-51.25,74.5833333330168,4475
"4476",-50.4166666666667,74.5833333330168,4476
"4477",-49.5833333333333,74.5833333330168,4477
"4478",-48.75,74.5833333330168,4478
"4479",-47.9166666666667,74.5833333330168,4479
"4480",-47.0833333333333,74.5833333330168,4480
"4481",-46.25,74.5833333330168,4481
