raw_name,trait_name,match_type
Scolopia rhamniphylla,Scolopia rhaniphylla,fuzzy kew
Scolopia thouvenotii,Scolopia thouvenoti,fuzzy kew
Securidaca longepedunculata,Securidaca longipedunculata,fuzzy kew
Senegalia donaldi,Senegalia donaldii,fuzzy kew
Sloanea tieghemii,Sloanea tieghemi,fuzzy kew
Sterculia cheekii,Sterculia cheekei,fuzzy kew
Swartzia alatosericea,Swartzia alato-sericea,fuzzy kew
Swartzia brachyrhachis,Swartzia brachyrachis,fuzzy kew
Symplocos glaberrima,Symplocos glabarrima,fuzzy kew
Symplocos guadeloupensis,Symplocos guadelupensis,fuzzy kew
Syzygium sharoniae,Syzygium sharonae,fuzzy kew
Tabebuia domingensis,Tabebuia dominguensis,fuzzy kew
Tabernaemontana alfaroi,Tabernaemontana alfari,fuzzy kew
Tapura juliani,Tapura juliana,fuzzy kew
Terminalia bentzoe,Terminalia benzoe,fuzzy kew
Terminalia calamansanai,Terminalia calamansanay,fuzzy kew
Terminalia copelandii,Terminalia copelandi,fuzzy kew
Terminalia kaernbachii,Terminalia kaernbacchii,fuzzy kew
Turraea humbertii,Turraea humberti,fuzzy kew
Upuna borneensis,Upuna boreensis,fuzzy kew
Vaccinium dubiosum,Vaccinium duhiosum,fuzzy kew
Vachellia bidwillii,Vachellia bidwellii,fuzzy kew
Vachellia campeachiana,Vachellia campechiana,fuzzy kew
Vatica teysmanniana,Vatica teysmarniana,fuzzy kew
Viburnum seemenii,Viburnum seemanii,fuzzy kew
Vismia cavalcantei,Vismia cavalcantii,fuzzy kew
Vitex columbiensis,Vitex colombiensis,fuzzy kew
Weinmannia microphylla,Weinmannia macrophylla,fuzzy kew
Wunderlichia crulsiana,Wunderlichia cruelsiana,fuzzy kew
Xylopia letestui,Xylopia le-testui,fuzzy kew
Xylosma kaalaensis,Xylosma kaalensis,fuzzy kew
Xylosma pseudosalzmannii,Xylosma pseudosalzmanii,fuzzy kew
Abutilon venosum,Abutilon pictum,tpl kew
Acacia areolata,Racosperma areolatum,tpl kew
Acacia celsa,Racosperma celsum,tpl kew
Acacia daphnifolia,Acacia microbotrya,tpl kew
Acacia disparrima,Racosperma disparrimum,tpl kew
Acacia exudans,Acacia verniciflua,tpl kew
Acacia hopperiana,Racosperma hopperianum,tpl kew
Acacia inophloia,Racosperma inophloia,tpl kew
Acacia kauaiensis,Acacia koa,tpl kew
Acacia lamprocarpa,Acacia aulacocarpa,tpl kew
Acacia midgleyi,Racosperma midgleyi,tpl kew
Acacia sibirica,Acacia kempeana,tpl kew
Acacia tingoorensis,Racosperma tingoorense,tpl kew
Acaciella angustissima,Acacia angustissima,tpl kew
Acaciella rosei,Acacia rosei,tpl kew
Acaciella villosa,Acacia villosa,tpl kew
Acer albopurpurascens,Acer oblongum,tpl kew
Acer fulvescens,Acer longipes,tpl kew
Acer kweilinense,Acer erianthum,tpl kew
Acer okamotoanum,Acer pictum,tpl kew
Acer pubipetiolatum,Acer coriaceifolium,tpl kew
Acer tenuifolium,Acer shirasawanum,tpl kew
Ackama paniculosa,Caldcluvia paniculosa,tpl kew
Ackama rosifolia,Caldcluvia rosifolia,tpl kew
Adina cordifolia,Haldina cordifolia,tpl kew
Adina fagifolia,Adinauclea fagifolia,tpl kew
Adina metcalfii,Pertusadina metcalfii,tpl kew
Adina multifolia,Pertusadina multifolia,tpl kew
Adina trichotoma,Metadina trichotoma,tpl kew
Aegiphila triflora,Clerodendrum tessmannii,tpl kew
Aiphanes acanthophylla,Aiphanes minima,tpl kew
Albizia dinklagei,Samanea dinklagei,tpl kew
Albizia occidentalis,Hesperalbizia occidentalis,tpl kew
Alchornea ilicifolia,Alchornea aquifolia,tpl kew
Allophylus melanophloeus,Allophylus laevigatus,tpl kew
Allophylus membranifolius,Allophylus edulis,tpl kew
Allophylus puberulus,Allophylus edulis,tpl kew
Aloe speciosa,Aloe hexapetala,tpl kew
Alstonia longifolia,Tonduzia longifolia,tpl kew
Amphitecna kennedyae,Amphitecna kennedyi,tpl kew
Amyris plumieri,Amyris sylvatica,tpl kew
Annona dolabripetala,Rollinia dolabripetala,tpl kew
Annona exsucca,Rollinia exsucca,tpl kew
Annona mucosa,Rollinia mucosa,tpl kew
Annona xylopiifolia,Rollinia xylopiifolia,tpl kew
Apeiba echinata,Apeiba petoumo,tpl kew
Arachnothryx bourgaei,Arachnothryx laniflora,tpl kew
Arachnothryx chiapensis,Arachnothryx cordovana,tpl kew
Arachnothryx costaricensis,Renistipula costaricensis,tpl kew
Arachnothryx galeottii,Renistipula galeottii,tpl kew
Arachnothryx izabalensis,Renistipula izabalensis,tpl kew
Arboa antsingyae,Erblichia antsingyae,tpl kew
Arbutus pavarii,Arbutus unedo,tpl kew
Ardisia bracteosa,Ardisia revoluta,tpl kew
Ardisia lanceolata,Ardisia purpurea,tpl kew
Armatocereus riomajensis,Armatocereus matucanensis,tpl kew
Aspidosperma quebracho,Aspidosperma quebracho-blanco,tpl kew
Astartea leptophylla,Astartea fascicularis,tpl kew
Ateleia cubensis,Ateleia gummifera,tpl kew
Atractocarpus bracteatus,Atractocarpus heterophyllus,tpl kew
Avicennia alba,Avicennia marina,tpl kew
Balizia pedicellaris,Albizia pedicellaris,tpl kew
Banksia anatona,Dryandra anatona,tpl kew
Banksia arborea,Dryandra arborea,tpl kew
Barringtonia longipes,Barringtonia pauciflora,tpl kew
Barringtonia schmidtii,Barringtonia acutangula,tpl kew
Bauhinia affinis,Bauhinia aculeata,tpl kew
Bauhinia retifolia,Bauhinia macranthera,tpl kew
Beaucarnea purpusii,Beaucarnea stricta,tpl kew
Beilschmiedia scortechinii,Beilschmiedia madang,tpl kew
Bellucia arborescens,Loreya arborescens,tpl kew
Bellucia mespiloides,Loreya mespiloides,tpl kew
Bellucia spruceana,Loreya spruceana,tpl kew
Berberis gracilis,Berberis aristata,tpl kew
Bernardia carpinifolia,Bernardia dichotoma,tpl kew
Betula celtiberica,Betula pubescens,tpl kew
Betula fargesii,Betula chinensis,tpl kew
Betula gynoterminalis,Betula insignis,tpl kew
Biancaea sappan,Caesalpinia sappan,tpl kew
Blakea aeruginosa,Topobea aeruginosa,tpl kew
Blakea brachyura,Topobea brachyura,tpl kew
Blakea multiflora,Topobea multiflora,tpl kew
Blakea parvifolia,Topobea parvifolia,tpl kew
Blumeodendron subrotundifolium,Blumeodendron kurzii,tpl kew
Boehmeria depauperata,Boehmeria glomerulifera,tpl kew
Bourreria cassinifolia,Bourreria havanensis,tpl kew
Bourreria domingensis,Bourreria virgata,tpl kew
Bourreria exsucca,Bourreria cumanensis,tpl kew
Bourreria succulenta,Bourreria baccata,tpl kew
Brexia apoda,Brexia madagascariensis,tpl kew
Brexia arborea,Brexia madagascariensis,tpl kew
Brexia cauliflora,Brexia madagascariensis,tpl kew
Brexia coursiana,Brexia madagascariensis,tpl kew
Brexia decurrens,Brexia madagascariensis,tpl kew
Brexia humbertii,Brexia madagascariensis,tpl kew
Brexia montana,Brexia madagascariensis,tpl kew
Brongniartia parryi,Brongniartia discolor,tpl kew
Brownea rosa,Brownea rosa-de-monte,tpl kew
Browneopsis cauliflora,Brownea cauliflora,tpl kew
Browneopsis ucayalina,Brownea ucayalina,tpl kew
Bursera arborea,Bursera simaruba,tpl kew
Bursera inaguensis,Bursera fagaroides,tpl kew
Byrsonima niedenzuiana,Byrsonima ligustrifolia,tpl kew
Callisthene castellanosii,Callisthene minor,tpl kew
Callisthene erythroclada,Callisthene minor,tpl kew
Callisthene kuhlmannii,Callisthene minor,tpl kew
Callitropsis nootkatensis,Cupressus nootkatensis,tpl kew
Camellia drupifera,Camellia oleifera,tpl kew
Campnosperma gummiferum,Campnosperma gummifera,tpl kew
Campylospermum congestum,Gomphia congesta,tpl kew
Campylospermum densiflorum,Gomphia densiflora,tpl kew
Campylospermum dependens,Gomphia dependens,tpl kew
Campylospermum dybovskii,Ouratea dybovskii,tpl kew
Campylospermum elongatum,Gomphia elongata,tpl kew
Campylospermum flavum,Gomphia flava,tpl kew
Campylospermum obtusifolium,Gomphia obtusifolia,tpl kew
Campylospermum scheffleri,Gomphia scheffleri,tpl kew
Campylospermum serratum,Gomphia serrata,tpl kew
Campylospermum vogelii,Gomphia vogelii,tpl kew
Canarium multiflorum,Canarium madagascariense,tpl kew
Capparis rheedei,Capparis baducca,tpl kew
Carallia diplopetala,Carallia brachiata,tpl kew
Carya tomentosa,Carya alba,tpl kew
Celtis ehrenbergiana,Celtis iguanaea,tpl kew
Cenostigma eriostachys,Basselinia gracilis,tpl kew
Cephalocereus columna,Cephalocereus columna-trajani,tpl kew
Cercidium praecox,Parkinsonia praecox,tpl kew
Cestrum acuminatum,Cestrum lewisii,tpl kew
Cestrum axillare,Cestrum laevigatum,tpl kew
Chionanthus domingensis,Chionanthus ligustrinus,tpl kew
Chionanthus parviflorus,Chimonanthus praecox,tpl kew
Chionanthus rupicola,Chionanthus rupicolus,tpl kew
Chomelia protracta,Pittoniotis protracta,tpl kew
Chrysochlamys guatemaltecana,Tovomitopsis guatemaltecana,tpl kew
Chrysochlamys membranacea,Tovomitopsis membranacea,tpl kew
Chrysophyllum bicolor,Chrysophyllum cainito,tpl kew
Cinnamomum parthenoxylon,Cinnamomum porrectum,tpl kew
Clerodendrum thouarsii,Clerodendrum dusenii,tpl kew
Clethra galeottiana,Clethra hartwegii,tpl kew
Clethra hondurensis,Clethra occidentalis,tpl kew
Clethra kenoyeri,Clethra lanata,tpl kew
Clethra macrophylla,Clethra occidentalis,tpl kew
Cloiselia carbonaria,Dicoma carbonaria,tpl kew
Cnestis lurida,Cnestis polyphylla,tpl kew
Coccoloba oblonga,Coccoloba cruegeri,tpl kew
Coccoloba schwackeana,Coccoloba brasiliensis,tpl kew
Colea floribunda,Ophiocolea floribunda,tpl kew
Colea membranacea,Colea tetragona,tpl kew
Colea ramiflora,Colea colei,tpl kew
Combretum glaucocarpum,Thiloa glaucocarpa,tpl kew
Combretum rochetianum,Combretum molle,tpl kew
Commiphora viminea,Commiphora merkeri,tpl kew
Consolea picardae,Consolea moniliformis,tpl kew
Cordia blanchetii,Cordia superba,tpl kew
Cordia dentata,Cordia alba,tpl kew
Cordiera garapatica,Alibertia edulis,tpl kew
Corymbia opaca,Corymbia terminalis,tpl kew
Coussapoa darienensis,Coussarea paniculata,tpl kew
Coussarea veraguensis,Coussarea caroliana,tpl kew
Coutaportla guatemalensis,Lorencea guatemalensis,tpl kew
Crataegus fecunda,Crataegus crus-galli,tpl kew
Crataegus florifera,Crataegus succulenta,tpl kew
Crataegus fluviatilis,Crataegus macrosperma,tpl kew
Crataegus palmeri,Crataegus crus-galli,tpl kew
Crataegus senta,Crataegus flava,tpl kew
Crataegus williamsii,Crataegus douglasii,tpl kew
Crateva magna,Crateva religiosa,tpl kew
Croton loucoubensis,Croton adenophorus,tpl kew
Crudia pubescens,Crudia oblonga,tpl kew
Cryptocarya oblonga,Cryptocarya oblongata,tpl kew
Cryptocarya subcorymbosa,Cryptocarya aschersoniana,tpl kew
Cryptocarya vaccinioides,Cryptocarya myrtifolia,tpl kew
Cupania castaneaefolia,Cupania racemosa,tpl kew
Cuviera angolensis,Cuviera longiflora,tpl kew
Cymbopetalum parviflorum,Cardiopetalum calophyllum,tpl kew
Cynophalla amplissima,Capparis amplissima,tpl kew
Dahlstedtia pentaphylla,Dahlstedtia pinnata,tpl kew
Dalbergia acarantha,Dalbergia acariiantha,tpl kew
Daphnopsis malacophylla,Daphnopsis selerorum,tpl kew
Deguelia amazonica,Lonchocarpus negrensis,tpl kew
Delavaya toxocarpa,Delavaya yunnanensis,tpl kew
Deppea scoti,Bellizinca scoti,tpl kew
Desbordesia glaucescens,Desbordesia insignis,tpl kew
Diospyros compacta,Diospyros vera,tpl kew
Diospyros ferrea,Diospyros vera,tpl kew
Diospyros leucocalyx,Diospyros gracilipes,tpl kew
Diospyros littorea,Diospyros vera,tpl kew
Diospyros revoluta,Diospyros nigra,tpl kew
Diospyros rugosula,Diospyros montana,tpl kew
Diospyros toposia,Diospyros racemosa,tpl kew
Diploglottis australis,Diploglottis cunninghamii,tpl kew
Dipteryx charapilla,Dipteryx rosea,tpl kew
Discopodium eremanthum,Discopodium penninervium,tpl kew
Dombeya acerifolia,Pterospermum acerifolium,tpl kew
Donella ambrensis,Chrysophyllum ambrense,tpl kew
Donella analalavensis,Chrysophyllum analalavense,tpl kew
Donella delphinensis,Chrysophyllum delphinense,tpl kew
Donella fenerivensis,Chrysophyllum fenerivense,tpl kew
Donella lanceolata,Chrysophyllum roxburghii,tpl kew
Donella masoalensis,Chrysophyllum masoalense,tpl kew
Donella perrieri,Chrysophyllum perrieri,tpl kew
Donella pruniformis,Chrysophyllum pruniforme,tpl kew
Donella ubangiensis,Chrysophyllum ubanguiense,tpl kew
Donella viridifolia,Chrysophyllum viridifolium,tpl kew
Dracaena cincta,Dracaena reflexa,tpl kew
Drepananthus apoensis,Cyathocalyx apoensis,tpl kew
Dryobalanops aromatica,Dryobalanops sumatrensis,tpl kew
Drypetes similis,Sibangea similis,tpl kew
Ehretia aspera,Ehretia laevis,tpl kew
Elaeocarpus venustus,Elaeocarpus monocera,tpl kew
Elaeodendron croceum,Cassine crocea,tpl kew
Elaeodendron matabelicum,Cassine matabelica,tpl kew
Elaeodendron schlechterianum,Cassine schlechteriana,tpl kew
Elaeodendron xylocarpum,Cassine xylocarpa,tpl kew
Erythroxylum frangulifolium,Erythroxylum ambiguum,tpl kew
Erythroxylum nitidum,Erythroxylum deciduum,tpl kew
Eschweilera collinsii,Eschweilera calyculata,tpl kew
Espostoa hylaea,Espostoa lanata,tpl kew
Espostoa superba,Espostoa lanata,tpl kew
Eucalyptus aquatica,Eucalyptus camphora,tpl kew
Eucalyptus baudiniana,Eucalyptus oraria,tpl kew
Eucalyptus cajuputea,Eucalyptus odorata,tpl kew
Eucalyptus corticosa,Eucalyptus argophloia,tpl kew
Eucalyptus largiflorens,Eucalyptus bicolor,tpl kew
Eucalyptus leptophylla,Eucalyptus foecunda,tpl kew
Eucalyptus leucophylla,Eucalyptus argillacea,tpl kew
Eucalyptus nitida,Eucalyptus ambigua,tpl kew
Eucalyptus trivalva,Eucalyptus trivalvis,tpl kew
Eucryphia glutinosa,Eucryphia cordifolia,tpl kew
Eugenia albida,Eugenia biflora,tpl kew
Eugenia balancanensis,Eugenia oerstediana,tpl kew
Eugenia chiquitensis,Eugenia orbignyana,tpl kew
Eugenia jutiapensis,Eugenia oreinoma,tpl kew
Eugenia longipedunculata,Eugenia blastantha,tpl kew
Eugenia manomboensis,Eugenia mozomboensis,tpl kew
Eugenia mosenii,Eugenia magnifica,tpl kew
Eugenia obovatifolia,Eugenia acapulcensis,tpl kew
Eugenia vattimoana,Eugenia brevistyla,tpl kew
Eugenia wallenii,Eugenia biflora,tpl kew
Fagus sinensis,Fagus longipetiolata,tpl kew
Faramea belizensis,Faramea occidentalis,tpl kew
Faramea lehmannii,Faramea torquata,tpl kew
Faramea standleyana,Faramea occidentalis,tpl kew
Ficus krishnae,Ficus benghalensis,tpl kew
Ficus organensis,Ficus cestrifolia,tpl kew
Ficus sakalavarum,Ficus sycomorus,tpl kew
Ficus scaberrima,Ficus pisifera,tpl kew
Ficus trachelosyce,Ficus pertusa,tpl kew
Flindersia ifflana,Flindersia ifflaiana,tpl kew
Frangula polymorpha,Frangula sphaerosperma,tpl kew
Fraxinus albicans,Fraxinus americana,tpl kew
Freziera rufescens,Freziera canescens,tpl kew
Garcinia gardneriana,Garcinia brasiliensis,tpl kew
Garcinia magnophylla,Garcinia macrophylla,tpl kew
Garcinia thwaitesii,Garcinia stipulata,tpl kew
Gleditsia rolfei,Gleditsia fera,tpl kew
Gliricidia ehrenbergii,Hybosema ehrenbergii,tpl kew
Gonzalagunia longithyrsa,Gonzalagunia rosea,tpl kew
Gordonia brenesii,Gordonia brandegeei,tpl kew
Guapira standleyana,Guapira myrtiflora,tpl kew
Guarea bijuga,Guarea glabra,tpl kew
Guarea bullata,Guarea glabra,tpl kew
Guarea chiricana,Guarea glabra,tpl kew
Guarea fissicalyx,Guarea gomma,tpl kew
Guarea luxii,Guarea glabra,tpl kew
Guarea tonduzii,Guarea glabra,tpl kew
Guatteria bernardii,Guatteria schomburgkiana,tpl kew
Guatteria cinnamomea,Polyalthia cinnamomea,tpl kew
Guatteria cuscoensis,Guatteria chocoensis,tpl kew
Gymnocladus dioicus,Gymnocladus dioica,tpl kew
Gymnosporia gracilipes,Maytenus gracilipes,tpl kew
Gynochthodes decipiens,Morinda decipiens,tpl kew
Gynochthodes trimera,Morinda trimera,tpl kew
Haageocereus acranthus,Weberbauerocereus johnsonii,tpl kew
Havardia acatlensis,Sphinga acatlensis,tpl kew
Helmiopsiella ctenostegia,Dombeya ctenostegia,tpl kew
Helmiopsiella poissonii,Dombeya poissonii,tpl kew
Helmiopsis rigida,Dombeya rigida,tpl kew
Henriettea cuneata,Henriettella cuneata,tpl kew
Henriettea fascicularis,Henriettella fascicularis,tpl kew
Henriettea seemannii,Henriettella seemannii,tpl kew
Heritiera utilis,Tarrietia utilis,tpl kew
Herrania mariae,Abroma augusta,tpl kew
Hevea camargoana,Hevea brasiliensis,tpl kew
Hibiscus archboldianus,Talipariti archboldianum,tpl kew
Hibiscus boryanus,Hibiscus rosa-sinensis,tpl kew
Hibiscus ellipticifolius,Talipariti ellipticifolium,tpl kew
Hibiscus glaber,Talipariti glabrum,tpl kew
Hintonia standleyana,Hintonia latiflora,tpl kew
Hoffmannia josefina,Hoffmannia arborescens,tpl kew
Homalium tomentosum,Homalium bhamoense,tpl kew
Humbertiella sakamaliensis,Humbertiella decaryi,tpl kew
Hydnocarpus castaneus,Hydnocarpus castanea,tpl kew
Hydnocarpus heterophyllus,Hydnocarpus heterophylla,tpl kew
Hydnocarpus ilicifolius,Hydnocarpus ilicifolia,tpl kew
Hydnocarpus sumatranus,Hydnocarpus sumatrana,tpl kew
Hymenandra callejasii,Ardisia callejasii,tpl kew
Ilex collina,Nemopanthus collinus,tpl kew
Ilex nitida,Ilex dioica,tpl kew
Ilex revoluta,Ilex tamii,tpl kew
Indigofera cloiselii,Vaughania cloiselii,tpl kew
Indigofera depauperata,Vaughania depauperata,tpl kew
Indigofera perrieri,Vaughania perrieri,tpl kew
Inga aptera,Affonsea aptera,tpl kew
Inga congesta,Affonsea bullata,tpl kew
Inga edwallii,Affonsea edwallii,tpl kew
Inga expansa,Inga velutina,tpl kew
Inga flexuosa,Inga schiedeana,tpl kew
Inga globularis,Affonsea juglandifolia,tpl kew
Inga grazielae,Affonsea grazielae,tpl kew
Inga marginata,Inga semialata,tpl kew
Inga ornata,Inga ingoides,tpl kew
Inga peduncularis,Inga capitata,tpl kew
Inga pedunculata,Affonsea pedunculata,tpl kew
Inga pleiogyna,Affonsea densiflora,tpl kew
Isolona pleurocarpa,Isolona hexaloba,tpl kew
Juglans cathayensis,Juglans mandshurica,tpl kew
Juglans pyriformis,Juglans olanchana,tpl kew
Karwinskia humboldtiana,Rhamnus humboldtiana,tpl kew
Knema glomerata,Myristica glomerata,tpl kew
Koanophyllon hylonomum,Koanophyllon hylonoma,tpl kew
Lagerstroemia macrocarpa,Lagerstroemia speciosa,tpl kew
Lamanonia speciosa,Lamanonia ternata,tpl kew
Lannea microcarpa,Lannea acida,tpl kew
Laplacea fruticosa,Gordonia fruticosa,tpl kew
Laplacea haematoxylon,Gordonia haematoxylon,tpl kew
Lecythis marcgraaviana,Lecythis pisonis,tpl kew
Lepidaploa arborescens,Vernonia arborescens,tpl kew
Leptolobium bijugum,Acosmium bijugum,tpl kew
Leptolobium dasycarpum,Acosmium dasycarpum,tpl kew
Leptolobium nitens,Acosmium nitens,tpl kew
Leucaena cruziana,Leucaena lanceolata,tpl kew
Libidibia coriaria,Caesalpinia coriaria,tpl kew
Libidibia sclerocarpa,Caesalpinia sclerocarpa,tpl kew
Licaria cubensis,Misanteca cubensis,tpl kew
Licaria herrerae,Gamanthera herrerae,tpl kew
Licaria sericea,Misanteca sericea,tpl kew
Licaria tenuifolia,Misanteca tenuifolia,tpl kew
Lindackeria bukobensis,Oncoba bukobensis,tpl kew
Lindackeria dentata,Oncoba dentata,tpl kew
Lindackeria schweinfurthii,Oncoba schweinfurthii,tpl kew
Linochilus rosmarinifolius,Diplostephium rosmarinifolium,tpl kew
Liquidambar chinensis,Altingia chinensis,tpl kew
Lithocarpus longinux,Lithocarpus areca,tpl kew
Lithocarpus monticola,Lithocarpus monticolus,tpl kew
Lithocarpus submonticola,Lithocarpus submonticolus,tpl kew
Litsea angulata,Tetranthera angulata,tpl kew
Lonchocarpus cochleatus,Lonchocarpus peninsularis,tpl kew
Lonchocarpus cruentus,Lonchocarpus sericeus,tpl kew
Lonchocarpus hedyosmus,Derris hedyosma,tpl kew
Lonchocarpus kerberi,Lonchocarpus caudatus,tpl kew
Lonchocarpus phlebophyllus,Lonchocarpus eriocarinalis,tpl kew
Lonchocarpus schiedeanus,Willardia schiedeana,tpl kew
Lonchocarpus xuul,Lonchocarpus guatemalensis,tpl kew
Lophopetalum javanicum,Lophopetalum javanum,tpl kew
Luehea rufescens,Luehea grandiflora,tpl kew
Lupinus jaimehintonianus,Lupinus jaimehintoniana,tpl kew
Lychnocephalus tomentosus,Lychnophora tomentosa,tpl kew
Lychnophora candelabrum,Lychnophoriopsis candelabrum,tpl kew
Lychnophora gardneri,Lychnophora ericoides,tpl kew
Lychnophora martiana,Lychnophora salicifolia,tpl kew
Lychnophora pinaster,Lychnophora ericoides,tpl kew
Lychnophora syncephala,Lychnophora reticulata,tpl kew
Lysiloma auritum,Lysiloma aurita,tpl kew
Lysiloma candidum,Lysiloma candida,tpl kew
Lysiloma tergeminum,Lysiloma tergemina,tpl kew
Machaerium hirtum,Machaerium isadelphum,tpl kew
Machaerium robiniifolium,Machaerium biovulatum,tpl kew
Machaonia grandis,Machaonia acuminata,tpl kew
Machilus fruticosa,Persea fruticosa,tpl kew
Machilus odoratissima,Persea odoratissima,tpl kew
Magnolia macrocarpa,Magnolia chapensis,tpl kew
Magnolia paranaensis,Magnolia pahangensis,tpl kew
Magnolia sinostellata,Magnolia stellata,tpl kew
Maillardia montana,Trophis montana,tpl kew
Malouetia cestroides,Malouetia arborea,tpl kew
Marsdenia crinita,Dregea crinita,tpl kew
Matisia cordata,Quararibea cordata,tpl kew
Matisia cruceto,Quararibea cruceto,tpl kew
Matisia dolichopoda,Quararibea dolichopoda,tpl kew
Matisia dolichosiphon,Quararibea dolichosiphon,tpl kew
Matisia dowdingii,Quararibea dowdingii,tpl kew
Matisia hirta,Quararibea hirta,tpl kew
Matisia jefensis,Quararibea jefensis,tpl kew
Matisia leptandra,Quararibea leptandra,tpl kew
Matisia longitubulosa,Quararibea longitubulosa,tpl kew
Matisia malacocalyx,Quararibea malacocalyx,tpl kew
Matisia obliquifolia,Quararibea obliquifolia,tpl kew
Matisia ochrocalyx,Quararibea ochrocalyx,tpl kew
Matisia palenquiana,Quararibea palenquiana,tpl kew
Matisia sanblasensis,Quararibea sanblasensis,tpl kew
Matisia sclerophylla,Quararibea sclerophylla,tpl kew
Mauloutchia humblotii,Brochoneura humblotii,tpl kew
Maytenus cymosa,Gymnosporia heterophylla,tpl kew
Meiogyne hainanensis,Chieniodendron hainanense,tpl kew
Melaleuca viminalis,Callistemon viminalis,tpl kew
Memecylon arnhemensis,Memecylon arnhemense,tpl kew
Mesosphaerum oblongifolium,Hyptis oblongifolia,tpl kew
Mezoneuron kavaiense,Caesalpinia kauaiensis,tpl kew
Mezoneuron pubescens,Caesalpinia pubescens,tpl kew
Miconia amblyandra,Acinodendron amblyandrum,tpl kew
Miconia blakeifolia,Miconia blakeaefolia,tpl kew
Miconia coronata,Acinodendron coronatum,tpl kew
Miconia decipiens,Acinodendron decipiens,tpl kew
Miconia dichrophylla,Miconia elaeagnoides,tpl kew
Miconia divergens,Acinodendron divergens,tpl kew
Miconia domingensis,Acinodendron domingense,tpl kew
Miconia favosa,Acinodendron favosum,tpl kew
Miconia ferruginea,Acinodendron ferrugineum,tpl kew
Miconia furfuracea,Acinodendron furfuraceum,tpl kew
Miconia goudotii,Acinodendron goudotii,tpl kew
Miconia grandiflora,Acinodendron grandiflorum,tpl kew
Miconia lanceolata,Acinodendron lanceolatum,tpl kew
Miconia majalis,Acinodendron majale,tpl kew
Miconia martinicensis,Acinodendron martinicense,tpl kew
Miconia miocarpa,Acinodendron miocarpum,tpl kew
Miconia mouraei,Acinodendron mouraei,tpl kew
Miconia neomicrantha,Ossaea micrantha,tpl kew
Miconia ossaeiformis,Mecranium purpurascens,tpl kew
Miconia pastoensis,Acinodendron pastoense,tpl kew
Miconia pergamentacea,Acinodendron pergamentaceum,tpl kew
Miconia piperifolia,Acinodendron piperifolium,tpl kew
Miconia plethorica,Acinodendron plethoricum,tpl kew
Miconia quadrangularis,Acinodendron quadrangulare,tpl kew
Miconia quintuplinervia,Acinodendron quintuplinerve,tpl kew
Miconia rigida,Acinodendron rigidum,tpl kew
Miconia sintenisii,Acinodendron sintenisii,tpl kew
Miconia stenobotrys,Acinodendron stenobotryum,tpl kew
Miconia tenuis,Acinodendron tenue,tpl kew
Miconia thomasiana,Acinodendron thomasianum,tpl kew
Miconia trianae,Acinodendron trianae,tpl kew
Miconia trichotoma,Acinodendron trichotomum,tpl kew
Microcos coriacea,Grewia coriacea,tpl kew
Microcos gracilis,Grewia gracilis,tpl kew
Microcos mildbraedii,Grewia mildbraedii,tpl kew
Microcos oligoneura,Grewia oligoneura,tpl kew
Millettia pinnata,Pongamia pinnata,tpl kew
Mimosa laticifera,Mimosa obovata,tpl kew
Mitragyna ledermannii,Fleroya ledermannii,tpl kew
Mitragyna rubrostipulata,Fleroya rubrostipulata,tpl kew
Mitragyna stipulosa,Fleroya stipulosa,tpl kew
Molinaea alternifolia,Molinaea arborea,tpl kew
Mollinedia triflora,Mollinedia lanceolata,tpl kew
Morella californica,Myrica californica,tpl kew
Morella caroliniensis,Myrica heterophylla,tpl kew
Morella inodora,Myrica inodora,tpl kew
Morella picardae,Myrcia picardiae,tpl kew
Morella rubra,Myrica rubra,tpl kew
Morinda pacifica,Sarcopygme pacifica,tpl kew
Mortoniodendron costaricense,Mortoniodendron guatemalense,tpl kew
Morus microphylla,Morus celtidifolia,tpl kew
Myrcia bipennis,Marlierea bipennis,tpl kew
Myrcia elliptifolia,Myrcia multiflora,tpl kew
Myrcia eugenioides,Marlierea eugenioides,tpl kew
Myrcia guildingiana,Marlierea guildingiana,tpl kew
Myrcia hirtiflora,Myrcia tomentosa,tpl kew
Myrcia lenheirensis,Marlierea angustifolia,tpl kew
Myrcia macrantha,Myrcia splendens,tpl kew
Myrcia myrtillifolia,Myrcia guianensis,tpl kew
Myrcia strigipes,Marlierea tomentosa,tpl kew
Myrciaria ferruginea,Myrciaria floribunda,tpl kew
Myrciaria leucadendron,Myrciaria floribunda,tpl kew
Myriocarpa brachystachys,Myriocarpa cordifolia,tpl kew
Myristica fatua,Virola surinamensis,tpl kew
Myristica lancifolia,Virola venosa,tpl kew
Myrsine achradifolia,Rapanea achradifolia,tpl kew
Myrsine acrantha,Rapanea acrantha,tpl kew
Myrsine avenis,Rapanea avenis,tpl kew
Myrsine collina,Rapanea collina,tpl kew
Myrsine dasyphylla,Rapanea dasyphylla,tpl kew
Myrsine fosbergii,Rapanea fosbergii,tpl kew
Myrsine gilliana,Rapanea gilliana,tpl kew
Myrsine hasseltii,Rapanea hasseltii,tpl kew
Myrsine longifolia,Rapanea longifolia,tpl kew
Myrsine melanophloeos,Rapanea melanophloeos,tpl kew
Myrsine ovalis,Rapanea ovalis,tpl kew
Myrsine platystigma,Rapanea platystigma,tpl kew
Myrsine porosa,Rapanea porosa,tpl kew
